"release","SIY","SCF","ADCS"
"0","","0.21666666666666667","3.25"
"1","","0.21666666666666667","3.25"
"2","","0.21666666666666667","3.25"
"3","","0.20220588235294118","3.235294117647059"
"4","","0.20220588235294118","3.235294117647059"
"5","","0.1895424836601307","3.2222222222222223"
"6","","0.1895424836601307","3.2222222222222223"
"7","","0.1895424836601307","3.2222222222222223"
"8","","0.1895424836601307","3.2222222222222223"
"9","","0.16578947368421051","3.15"
"10","","0.16578947368421051","3.15"
"11","","0.15714285714285714","3.142857142857143"
"12","","0.15714285714285714","3.142857142857143"
"13","","0.1471861471861472","3.090909090909091"
"14","","0.1471861471861472","3.090909090909091"
"15","","0.14031620553359683","3.0869565217391304"
"16","","0.14031620553359683","3.0869565217391304"
"17","","0.13405797101449277","3.0833333333333335"
"18","","0.13405797101449277","3.0833333333333335"
"19","","0.13","3.12"
"20","","0.12461538461538461","3.1153846153846154"
