"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS"
"11","3.0","3.0","9.0","0.15","0.15","3.0","1.0","3.0","0.15","0.05","2.0","1.0","2.0","0.1","0.05","3.0","2.0","6.0","0.15","0.1","4.0","1.0","4.0","0.2","0.05","12.0","0.0","0.0","0.6","0.0","2.0","3.0","6.0","0.1","0.15","3.0","1.0","3.0","0.15","0.05","2.0","2.0","4.0","0.1","0.1","2.0","2.0","4.0","0.1","0.1","2.0","3.0","6.0","0.1","0.15","4.0","1.0","4.0","0.2","0.05","9.0","0.0","0.0","0.45","0.0","1.0","18.0","18.0","0.05","0.9","1.0","7.0","7.0","0.05","0.35","1.0","16.0","16.0","0.05","0.8","3.0","0.0","0.0","0.15","0.0","2.0","1.0","2.0","0.1","0.05","2.0","0.0","0.0","0.1","0.0","2.0","1.0","2.0","0.1","0.05","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","3.0","3.0","9.0","0.14285714285714285","0.14285714285714285","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","3.0","2.0","6.0","0.14285714285714285","0.09523809523809523","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","12.0","0.0","0.0","0.5714285714285714","0.0","2.0","3.0","6.0","0.09523809523809523","0.14285714285714285","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","2.0","2.0","4.0","0.09523809523809523","0.09523809523809523","2.0","2.0","4.0","0.09523809523809523","0.09523809523809523","2.0","3.0","6.0","0.09523809523809523","0.14285714285714285","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","9.0","0.0","0.0","0.42857142857142855","0.0","1.0","19.0","19.0","0.047619047619047616","0.9047619047619048","1.0","8.0","8.0","0.047619047619047616","0.38095238095238093","1.0","16.0","16.0","0.047619047619047616","0.7619047619047619","3.0","0.0","0.0","0.14285714285714285","0.0","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","2.0","0.0","0.0","0.09523809523809523","0.0","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","3.0","3.0","9.0","0.14285714285714285","0.14285714285714285","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","3.0","2.0","6.0","0.14285714285714285","0.09523809523809523","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","12.0","0.0","0.0","0.5714285714285714","0.0","2.0","3.0","6.0","0.09523809523809523","0.14285714285714285","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","2.0","2.0","4.0","0.09523809523809523","0.09523809523809523","2.0","2.0","4.0","0.09523809523809523","0.09523809523809523","2.0","3.0","6.0","0.09523809523809523","0.14285714285714285","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","9.0","0.0","0.0","0.42857142857142855","0.0","1.0","19.0","19.0","0.047619047619047616","0.9047619047619048","1.0","8.0","8.0","0.047619047619047616","0.38095238095238093","1.0","16.0","16.0","0.047619047619047616","0.7619047619047619","3.0","0.0","0.0","0.14285714285714285","0.0","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","2.0","0.0","0.0","0.09523809523809523","0.0","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","3.0","3.0","9.0","0.13636363636363635","0.13636363636363635","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","2.0","1.0","2.0","0.09090909090909091","0.045454545454545456","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","4.0","2.0","8.0","0.18181818181818182","0.09090909090909091","12.0","0.0","0.0","0.5454545454545454","0.0","2.0","3.0","6.0","0.09090909090909091","0.13636363636363635","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","2.0","2.0","4.0","0.09090909090909091","0.09090909090909091","2.0","2.0","4.0","0.09090909090909091","0.09090909090909091","2.0","3.0","6.0","0.09090909090909091","0.13636363636363635","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","9.0","0.0","0.0","0.4090909090909091","0.0","1.0","20.0","20.0","0.045454545454545456","0.9090909090909091","1.0","8.0","8.0","0.045454545454545456","0.36363636363636365","1.0","16.0","16.0","0.045454545454545456","0.7272727272727273","3.0","0.0","0.0","0.13636363636363635","0.0","2.0","1.0","2.0","0.09090909090909091","0.045454545454545456","2.0","0.0","0.0","0.09090909090909091","0.0","2.0","1.0","2.0","0.09090909090909091","0.045454545454545456","2.0","1.0","2.0","0.09090909090909091","0.045454545454545456","2.0","0.0","0.0","0.09090909090909091","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","3.0","3.0","9.0","0.13636363636363635","0.13636363636363635","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","2.0","1.0","2.0","0.09090909090909091","0.045454545454545456","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","4.0","2.0","8.0","0.18181818181818182","0.09090909090909091","12.0","0.0","0.0","0.5454545454545454","0.0","2.0","3.0","6.0","0.09090909090909091","0.13636363636363635","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","2.0","2.0","4.0","0.09090909090909091","0.09090909090909091","2.0","2.0","4.0","0.09090909090909091","0.09090909090909091","2.0","3.0","6.0","0.09090909090909091","0.13636363636363635","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","9.0","0.0","0.0","0.4090909090909091","0.0","1.0","20.0","20.0","0.045454545454545456","0.9090909090909091","1.0","8.0","8.0","0.045454545454545456","0.36363636363636365","1.0","16.0","16.0","0.045454545454545456","0.7272727272727273","3.0","0.0","0.0","0.13636363636363635","0.0","2.0","1.0","2.0","0.09090909090909091","0.045454545454545456","2.0","0.0","0.0","0.09090909090909091","0.0","2.0","1.0","2.0","0.09090909090909091","0.045454545454545456","2.0","1.0","2.0","0.09090909090909091","0.045454545454545456","2.0","0.0","0.0","0.09090909090909091","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","3.0","3.0","9.0","0.13043478260869565","0.13043478260869565","3.0","1.0","3.0","0.13043478260869565","0.043478260869565216","2.0","1.0","2.0","0.08695652173913043","0.043478260869565216","3.0","2.0","6.0","0.13043478260869565","0.08695652173913043","4.0","2.0","8.0","0.17391304347826086","0.08695652173913043","12.0","0.0","0.0","0.5217391304347826","0.0","2.0","4.0","8.0","0.08695652173913043","0.17391304347826086","4.0","1.0","4.0","0.17391304347826086","0.043478260869565216","2.0","2.0","4.0","0.08695652173913043","0.08695652173913043","2.0","2.0","4.0","0.08695652173913043","0.08695652173913043","2.0","3.0","6.0","0.08695652173913043","0.13043478260869565","4.0","1.0","4.0","0.17391304347826086","0.043478260869565216","9.0","0.0","0.0","0.391304347826087","0.0","1.0","21.0","21.0","0.043478260869565216","0.9130434782608695","1.0","8.0","8.0","0.043478260869565216","0.34782608695652173","1.0","17.0","17.0","0.043478260869565216","0.7391304347826086","3.0","0.0","0.0","0.13043478260869565","0.0","2.0","1.0","2.0","0.08695652173913043","0.043478260869565216","2.0","0.0","0.0","0.08695652173913043","0.0","2.0","1.0","2.0","0.08695652173913043","0.043478260869565216","2.0","1.0","2.0","0.08695652173913043","0.043478260869565216","2.0","0.0","0.0","0.08695652173913043","0.0","3.0","0.0","0.0","0.13043478260869565","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","3.0","3.0","9.0","0.13043478260869565","0.13043478260869565","3.0","1.0","3.0","0.13043478260869565","0.043478260869565216","2.0","1.0","2.0","0.08695652173913043","0.043478260869565216","3.0","2.0","6.0","0.13043478260869565","0.08695652173913043","4.0","2.0","8.0","0.17391304347826086","0.08695652173913043","12.0","0.0","0.0","0.5217391304347826","0.0","2.0","4.0","8.0","0.08695652173913043","0.17391304347826086","4.0","1.0","4.0","0.17391304347826086","0.043478260869565216","2.0","2.0","4.0","0.08695652173913043","0.08695652173913043","2.0","2.0","4.0","0.08695652173913043","0.08695652173913043","2.0","3.0","6.0","0.08695652173913043","0.13043478260869565","4.0","1.0","4.0","0.17391304347826086","0.043478260869565216","9.0","0.0","0.0","0.391304347826087","0.0","1.0","21.0","21.0","0.043478260869565216","0.9130434782608695","1.0","8.0","8.0","0.043478260869565216","0.34782608695652173","1.0","17.0","17.0","0.043478260869565216","0.7391304347826086","3.0","0.0","0.0","0.13043478260869565","0.0","2.0","1.0","2.0","0.08695652173913043","0.043478260869565216","2.0","0.0","0.0","0.08695652173913043","0.0","2.0","1.0","2.0","0.08695652173913043","0.043478260869565216","2.0","1.0","2.0","0.08695652173913043","0.043478260869565216","2.0","0.0","0.0","0.08695652173913043","0.0","3.0","0.0","0.0","0.13043478260869565","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","3.0","3.0","9.0","0.125","0.125","3.0","1.0","3.0","0.125","0.041666666666666664","2.0","2.0","4.0","0.08333333333333333","0.08333333333333333","3.0","2.0","6.0","0.125","0.08333333333333333","4.0","2.0","8.0","0.16666666666666666","0.08333333333333333","12.0","0.0","0.0","0.5","0.0","2.0","4.0","8.0","0.08333333333333333","0.16666666666666666","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","2.0","2.0","4.0","0.08333333333333333","0.08333333333333333","2.0","2.0","4.0","0.08333333333333333","0.08333333333333333","2.0","3.0","6.0","0.08333333333333333","0.125","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","9.0","0.0","0.0","0.375","0.0","1.0","22.0","22.0","0.041666666666666664","0.9166666666666666","1.0","8.0","8.0","0.041666666666666664","0.3333333333333333","1.0","18.0","18.0","0.041666666666666664","0.75","3.0","0.0","0.0","0.125","0.0","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","2.0","0.0","0.0","0.08333333333333333","0.0","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","2.0","0.0","0.0","0.08333333333333333","0.0","3.0","0.0","0.0","0.125","0.0","3.0","0.0","0.0","0.125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","3.0","3.0","9.0","0.125","0.125","3.0","1.0","3.0","0.125","0.041666666666666664","2.0","2.0","4.0","0.08333333333333333","0.08333333333333333","3.0","2.0","6.0","0.125","0.08333333333333333","4.0","2.0","8.0","0.16666666666666666","0.08333333333333333","12.0","0.0","0.0","0.5","0.0","2.0","4.0","8.0","0.08333333333333333","0.16666666666666666","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","2.0","2.0","4.0","0.08333333333333333","0.08333333333333333","2.0","2.0","4.0","0.08333333333333333","0.08333333333333333","2.0","3.0","6.0","0.08333333333333333","0.125","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","9.0","0.0","0.0","0.375","0.0","1.0","22.0","22.0","0.041666666666666664","0.9166666666666666","1.0","8.0","8.0","0.041666666666666664","0.3333333333333333","1.0","18.0","18.0","0.041666666666666664","0.75","3.0","0.0","0.0","0.125","0.0","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","2.0","0.0","0.0","0.08333333333333333","0.0","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","2.0","0.0","0.0","0.08333333333333333","0.0","3.0","0.0","0.0","0.125","0.0","3.0","0.0","0.0","0.125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","3.0","3.0","9.0","0.12","0.12","3.0","1.0","3.0","0.12","0.04","2.0","2.0","4.0","0.08","0.08","3.0","2.0","6.0","0.12","0.08","4.0","2.0","8.0","0.16","0.08","12.0","0.0","0.0","0.48","0.0","2.0","4.0","8.0","0.08","0.16","4.0","1.0","4.0","0.16","0.04","2.0","2.0","4.0","0.08","0.08","2.0","3.0","6.0","0.08","0.12","2.0","3.0","6.0","0.08","0.12","4.0","1.0","4.0","0.16","0.04","9.0","0.0","0.0","0.36","0.0","1.0","23.0","23.0","0.04","0.92","1.0","9.0","9.0","0.04","0.36","1.0","19.0","19.0","0.04","0.76","3.0","0.0","0.0","0.12","0.0","2.0","1.0","2.0","0.08","0.04","2.0","0.0","0.0","0.08","0.0","2.0","1.0","2.0","0.08","0.04","2.0","1.0","2.0","0.08","0.04","2.0","0.0","0.0","0.08","0.0","3.0","0.0","0.0","0.12","0.0","3.0","0.0","0.0","0.12","0.0","4.0","0.0","0.0","0.16","0.0","0.0","0.0","0.0","0.0","0.0"
"21","3.0","3.0","9.0","0.11538461538461539","0.11538461538461539","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","2.0","4.0","0.07692307692307693","0.07692307692307693","3.0","2.0","6.0","0.11538461538461539","0.07692307692307693","4.0","2.0","8.0","0.15384615384615385","0.07692307692307693","12.0","0.0","0.0","0.46153846153846156","0.0","2.0","4.0","8.0","0.07692307692307693","0.15384615384615385","4.0","1.0","4.0","0.15384615384615385","0.038461538461538464","2.0","2.0","4.0","0.07692307692307693","0.07692307692307693","2.0","3.0","6.0","0.07692307692307693","0.11538461538461539","2.0","3.0","6.0","0.07692307692307693","0.11538461538461539","4.0","1.0","4.0","0.15384615384615385","0.038461538461538464","9.0","0.0","0.0","0.34615384615384615","0.0","1.0","24.0","24.0","0.038461538461538464","0.9230769230769231","1.0","10.0","10.0","0.038461538461538464","0.38461538461538464","1.0","19.0","19.0","0.038461538461538464","0.7307692307692307","3.0","0.0","0.0","0.11538461538461539","0.0","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","0.0","0.0","0.07692307692307693","0.0","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","0.0","0.0","0.07692307692307693","0.0","3.0","0.0","0.0","0.11538461538461539","0.0","4.0","0.0","0.0","0.15384615384615385","0.0","4.0","0.0","0.0","0.15384615384615385","0.0","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464"
