"release","BA1-ADS","BA1-AIS","BA1-ACS","BA1-RCS","BA1-RIS","BA2-ADS","BA2-AIS","BA2-ACS","BA2-RCS","BA2-RIS","BA3-ADS","BA3-AIS","BA3-ACS","BA3-RCS","BA3-RIS","BA4-ADS","BA4-AIS","BA4-ACS","BA4-RCS","BA4-RIS","BA5-ADS","BA5-AIS","BA5-ACS","BA5-RCS","BA5-RIS","BA6-ADS","BA6-AIS","BA6-ACS","BA6-RCS","BA6-RIS","BA7-ADS","BA7-AIS","BA7-ACS","BA7-RCS","BA7-RIS","BA8-ADS","BA8-AIS","BA8-ACS","BA8-RCS","BA8-RIS","BA9-ADS","BA9-AIS","BA9-ACS","BA9-RCS","BA9-RIS","BA10-ADS","BA10-AIS","BA10-ACS","BA10-RCS","BA10-RIS","BA11-ADS","BA11-AIS","BA11-ACS","BA11-RCS","BA11-RIS","BA12-ADS","BA12-AIS","BA12-ACS","BA12-RCS","BA12-RIS","BA13-ADS","BA13-AIS","BA13-ACS","BA13-RCS","BA13-RIS","BA14-ADS","BA14-AIS","BA14-ACS","BA14-RCS","BA14-RIS","BA15-ADS","BA15-AIS","BA15-ACS","BA15-RCS","BA15-RIS","BA16-ADS","BA16-AIS","BA16-ACS","BA16-RCS","BA16-RIS","BA17-ADS","BA17-AIS","BA17-ACS","BA17-RCS","BA17-RIS","BA18-ADS","BA18-AIS","BA18-ACS","BA18-RCS","BA18-RIS","BA19-ADS","BA19-AIS","BA19-ACS","BA19-RCS","BA19-RIS","BA20-ADS","BA20-AIS","BA20-ACS","BA20-RCS","BA20-RIS","BA21-ADS","BA21-AIS","BA21-ACS","BA21-RCS","BA21-RIS","BA22-ADS","BA22-AIS","BA22-ACS","BA22-RCS","BA22-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","CPS2-ADS","CPS2-AIS","CPS2-ACS","CPS2-RCS","CPS2-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS"
"11","2.0","3.0","6.0","0.0625","0.09375","1.0","2.0","2.0","0.03125","0.0625","3.0","1.0","3.0","0.09375","0.03125","20.0","1.0","20.0","0.625","0.03125","2.0","2.0","4.0","0.0625","0.0625","2.0","2.0","4.0","0.0625","0.0625","1.0","2.0","2.0","0.03125","0.0625","2.0","1.0","2.0","0.0625","0.03125","2.0","2.0","4.0","0.0625","0.0625","1.0","2.0","2.0","0.03125","0.0625","1.0","2.0","2.0","0.03125","0.0625","1.0","2.0","2.0","0.03125","0.0625","2.0","2.0","4.0","0.0625","0.0625","1.0","2.0","2.0","0.03125","0.0625","1.0","1.0","1.0","0.03125","0.03125","1.0","2.0","2.0","0.03125","0.0625","2.0","2.0","4.0","0.0625","0.0625","1.0","1.0","1.0","0.03125","0.03125","2.0","1.0","2.0","0.0625","0.03125","1.0","2.0","2.0","0.03125","0.0625","2.0","2.0","4.0","0.0625","0.0625","1.0","2.0","2.0","0.03125","0.0625","3.0","1.0","3.0","0.09375","0.03125","2.0","1.0","2.0","0.0625","0.03125","13.0","0.0","0.0","0.40625","0.0","1.0","11.0","11.0","0.03125","0.34375","9.0","18.0","162.0","0.28125","0.5625","0.0","11.0","0.0","0.0","0.34375","1.0","1.0","1.0","0.03125","0.03125","2.0","1.0","2.0","0.0625","0.03125","1.0","1.0","1.0","0.03125","0.03125","1.0","1.0","1.0","0.03125","0.03125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","20.0","1.0","20.0","0.6060606060606061","0.030303030303030304","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","13.0","0.0","0.0","0.3939393939393939","0.0","1.0","12.0","12.0","0.030303030303030304","0.36363636363636365","9.0","18.0","162.0","0.2727272727272727","0.5454545454545454","0.0","11.0","0.0","0.0","0.3333333333333333","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","20.0","1.0","20.0","0.6060606060606061","0.030303030303030304","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","13.0","0.0","0.0","0.3939393939393939","0.0","1.0","12.0","12.0","0.030303030303030304","0.36363636363636365","9.0","18.0","162.0","0.2727272727272727","0.5454545454545454","0.0","11.0","0.0","0.0","0.3333333333333333","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","20.0","1.0","20.0","0.6060606060606061","0.030303030303030304","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","13.0","0.0","0.0","0.3939393939393939","0.0","1.0","12.0","12.0","0.030303030303030304","0.36363636363636365","9.0","18.0","162.0","0.2727272727272727","0.5454545454545454","0.0","11.0","0.0","0.0","0.3333333333333333","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","2.0","3.0","6.0","0.058823529411764705","0.08823529411764706","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","20.0","1.0","20.0","0.5882352941176471","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","13.0","0.0","0.0","0.38235294117647056","0.0","1.0","13.0","13.0","0.029411764705882353","0.38235294117647056","9.0","18.0","162.0","0.2647058823529412","0.5294117647058824","0.0","11.0","0.0","0.0","0.3235294117647059","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","2.0","3.0","6.0","0.05714285714285714","0.08571428571428572","1.0","2.0","2.0","0.02857142857142857","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","20.0","1.0","20.0","0.5714285714285714","0.02857142857142857","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","1.0","2.0","2.0","0.02857142857142857","0.05714285714285714","1.0","3.0","3.0","0.02857142857142857","0.08571428571428572","1.0","2.0","2.0","0.02857142857142857","0.05714285714285714","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","1.0","2.0","2.0","0.02857142857142857","0.05714285714285714","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","2.0","2.0","0.02857142857142857","0.05714285714285714","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","2.0","2.0","0.02857142857142857","0.05714285714285714","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","1.0","2.0","2.0","0.02857142857142857","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","14.0","0.0","0.0","0.4","0.0","1.0","14.0","14.0","0.02857142857142857","0.4","9.0","18.0","162.0","0.2571428571428571","0.5142857142857142","0.0","12.0","0.0","0.0","0.34285714285714286","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","2.0","3.0","6.0","0.05714285714285714","0.08571428571428572","1.0","2.0","2.0","0.02857142857142857","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","20.0","1.0","20.0","0.5714285714285714","0.02857142857142857","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","1.0","2.0","2.0","0.02857142857142857","0.05714285714285714","1.0","3.0","3.0","0.02857142857142857","0.08571428571428572","1.0","2.0","2.0","0.02857142857142857","0.05714285714285714","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","1.0","2.0","2.0","0.02857142857142857","0.05714285714285714","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","2.0","2.0","0.02857142857142857","0.05714285714285714","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","2.0","2.0","0.02857142857142857","0.05714285714285714","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","1.0","2.0","2.0","0.02857142857142857","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","14.0","0.0","0.0","0.4","0.0","1.0","14.0","14.0","0.02857142857142857","0.4","9.0","18.0","162.0","0.2571428571428571","0.5142857142857142","0.0","12.0","0.0","0.0","0.34285714285714286","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","2.0","3.0","6.0","0.05555555555555555","0.08333333333333333","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","20.0","1.0","20.0","0.5555555555555556","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","3.0","6.0","0.05555555555555555","0.08333333333333333","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","14.0","0.0","0.0","0.3888888888888889","0.0","1.0","15.0","15.0","0.027777777777777776","0.4166666666666667","9.0","18.0","162.0","0.25","0.5","0.0","13.0","0.0","0.0","0.3611111111111111","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","2.0","3.0","6.0","0.05555555555555555","0.08333333333333333","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","20.0","1.0","20.0","0.5555555555555556","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","3.0","6.0","0.05555555555555555","0.08333333333333333","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","14.0","0.0","0.0","0.3888888888888889","0.0","1.0","15.0","15.0","0.027777777777777776","0.4166666666666667","9.0","18.0","162.0","0.25","0.5","0.0","13.0","0.0","0.0","0.3611111111111111","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","2.0","3.0","6.0","0.05555555555555555","0.08333333333333333","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","20.0","1.0","20.0","0.5555555555555556","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","3.0","6.0","0.05555555555555555","0.08333333333333333","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","14.0","0.0","0.0","0.3888888888888889","0.0","1.0","15.0","15.0","0.027777777777777776","0.4166666666666667","9.0","18.0","162.0","0.25","0.5","0.0","13.0","0.0","0.0","0.3611111111111111","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"21","2.0","3.0","6.0","0.05263157894736842","0.07894736842105263","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","20.0","1.0","20.0","0.5263157894736842","0.02631578947368421","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","2.0","3.0","6.0","0.05263157894736842","0.07894736842105263","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","14.0","0.0","0.0","0.3684210526315789","0.0","1.0","17.0","17.0","0.02631578947368421","0.4473684210526316","9.0","18.0","162.0","0.23684210526315788","0.47368421052631576","0.0","15.0","0.0","0.0","0.39473684210526316","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421"
