"release","APP - GINI -ADS","APP - GINI - AIS","APP - SCF","APP - ADCS","BA1-ADS","BA1-GINI -ADS","BA1-AIS","BA1-GINI -AIS","BA2-ADS","BA2-GINI -ADS","BA2-AIS","BA2-GINI -AIS","BA3-ADS","BA3-GINI -ADS","BA3-AIS","BA3-GINI -AIS","BA4-ADS","BA4-GINI -ADS","BA4-AIS","BA4-GINI -AIS","BA5-ADS","BA5-GINI -ADS","BA5-AIS","BA5-GINI -AIS","BA6-ADS","BA6-GINI -ADS","BA6-AIS","BA6-GINI -AIS","GTW-ADS","GTW-GINI -ADS","GTW-AIS","GTW-GINI -AIS","REG-ADS","REG-GINI -ADS","REG-AIS","REG-GINI -AIS","MSB-ADS","MSB-GINI -ADS","MSB-AIS","MSB-GINI -AIS"
"0","0.3809524","0.3968254","0.19444444444444445","1.5555555555555556","1.0","0","2.0","0","2.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","3.0","0","0.0","0","0.0","0","2.0","0","4.0","0","5.0","0"
"1","0.3809524","0.3968254","0.19444444444444445","1.5555555555555556","1.0","0","2.0","0","2.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","3.0","0","0.0","0","0.0","0","2.0","0","4.0","0","5.0","0"
"2","0.3809524","0.3968254","0.19444444444444445","1.5555555555555556","1.0","0","2.0","0","2.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","3.0","0","0.0","0","0.0","0","2.0","0","4.0","0","5.0","0"
"3","0.3809524","0.3968254","0.19444444444444445","1.5555555555555556","1.0","0","2.0","0","2.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","3.0","0","0.0","0","0.0","0","2.0","0","4.0","0","5.0","0"
"4","0.3809524","0.3968254","0.19444444444444445","1.5555555555555556","1.0","0","2.0","0","2.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","3.0","0","0.0","0","0.0","0","2.0","0","4.0","0","5.0","0"
"5","0.3809524","0.3968254","0.19444444444444445","1.5555555555555556","1.0","0","2.0","0","2.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","3.0","0","0.0","0","0.0","0","2.0","0","4.0","0","5.0","0"
"6","0.3809524","0.3968254","0.19444444444444445","1.5555555555555556","1.0","0","2.0","0","2.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","3.0","0","0.0","0","0.0","0","2.0","0","4.0","0","5.0","0"
"7","0.3809524","0.3968254","0.19444444444444445","1.5555555555555556","1.0","0","2.0","0","2.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","3.0","0","0.0","0","0.0","0","2.0","0","4.0","0","5.0","0"
"8","0.3809524","0.3968254","0.19444444444444445","1.5555555555555556","1.0","0","2.0","0","2.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","3.0","0","0.0","0","0.0","0","2.0","0","4.0","0","5.0","0"
"9","0.3809524","0.3968254","0.19444444444444445","1.5555555555555556","1.0","0","2.0","0","2.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","3.0","0","0.0","0","0.0","0","2.0","0","4.0","0","5.0","0"
"10","0.4615385","0.3589744","0.18055555555555555","1.4444444444444444","0.0","0.09090909","2.0","0","2.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","3.0","0","0.0","0","0.0","0","2.0","0","4.0","0","4.0","0.01683502"
"11","0.4615385","0.3589744","0.18055555555555555","1.4444444444444444","0.0","0.1666667","2.0","0","2.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","3.0","0","0.0","0","0.0","0","2.0","0","4.0","0","4.0","0.02873563"
"12","0.4615385","0.3589744","0.18055555555555555","1.4444444444444444","0.0","0.2307692","2.0","0","2.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","3.0","0","0.0","0","0.0","0","2.0","0","4.0","0","4.0","0.03722084"
"13","0.4615385","0.3589744","0.18055555555555555","1.4444444444444444","0.0","0.2857143","2.0","0","2.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","3.0","0","0.0","0","0.0","0","2.0","0","4.0","0","4.0","0.04329004"
"14","0.4615385","0.3589744","0.18055555555555555","1.4444444444444444","0.0","0.3333333","2.0","0","2.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","3.0","0","0.0","0","0.0","0","2.0","0","4.0","0","4.0","0.04761905"
"15","0.4615385","0.3589744","0.18055555555555555","1.4444444444444444","0.0","0.375","2.0","0","2.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","3.0","0","0.0","0","0.0","0","2.0","0","4.0","0","4.0","0.05067568"
"16","0.4615385","0.3589744","0.18055555555555555","1.4444444444444444","0.0","0.4117647","2.0","0","2.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","3.0","0","0.0","0","0.0","0","2.0","0","4.0","0","4.0","0.05279035"
"17","0.4615385","0.3589744","0.18055555555555555","1.4444444444444444","0.0","0.4444444","2.0","0","2.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","3.0","0","0.0","0","0.0","0","2.0","0","4.0","0","4.0","0.05420054"
"18","0.4615385","0.3589744","0.18055555555555555","1.4444444444444444","0.0","0.4736842","2.0","0","2.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","3.0","0","0.0","0","0.0","0","2.0","0","4.0","0","4.0","0.05507956"
"19","0.4615385","0.3589744","0.18055555555555555","1.4444444444444444","0.0","0.5","2.0","0","2.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","3.0","0","0.0","0","0.0","0","2.0","0","4.0","0","4.0","0.05555556"
"20","0.4615385","0.3589744","0.18055555555555555","1.4444444444444444","0.0","0.5238095","2.0","0","2.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","1.0","0","3.0","0","0.0","0","0.0","0","2.0","0","4.0","0","4.0","0.05572442"
