"APPLICATION","TIPO","TAMANHO","VERTICES INÍCIO","ARCHITECTURE ISSUE","EVOLUÇÃO","GINI-ADS-V0","GINI-ADS-V1","GINI-ADS-V2","GINI-ADS-V3","GINI-ADS-V4","GINI-ADS-V5","GINI-ADS-V6","GINI-ADS-V7","GINI-ADS-V8","GINI-ADS-V9","GINI-ADS-V10","GINI-ADS-V11","GINI-ADS-V12","GINI-ADS-V13","GINI-ADS-V14","GINI-ADS-V15","GINI-ADS-V16","GINI-ADS-V17","GINI-ADS-V18","GINI-ADS-V19","GINI-ADS-V20","GINI-AIS-V0","GINI-AIS-V1","GINI-AIS-V2","GINI-AIS-V3","GINI-AIS-V4","GINI-AIS-V5","GINI-AIS-V6","GINI-AIS-V7","GINI-AIS-V8","GINI-AIS-V9","GINI-AIS-V10","GINI-AIS-V11","GINI-AIS-V12","GINI-AIS-V13","GINI-AIS-V14","GINI-AIS-V15","GINI-AIS-V16","GINI-AIS-V17","GINI-AIS-V18","GINI-AIS-V19","GINI-AIS-V20","SCF-V0","SCF-V1","SCF-V2","SCF-V3","SCF-V4","SCF-V5","SCF-V6","SCF-V7","SCF-V8","SCF-V9","SCF-V10","SCF-V11","SCF-V12","SCF-V13","SCF-V14","SCF-V15","SCF-V16","SCF-V17","SCF-V18","SCF-V19","SCF-V20","ADCS-V0","ADCS-V1","ADCS-V2","ADCS-V3","ADCS-V4","ADCS-V5","ADCS-V6","ADCS-V7","ADCS-V8","ADCS-V9","ADCS-V10","ADCS-V11","ADCS-V12","ADCS-V13","ADCS-V14","ADCS-V15","ADCS-V16","ADCS-V17","ADCS-V18","ADCS-V19","ADCS-V20"
"application-0583","RANDOM_GRAPH","MEDIUM","20","CONCENTRATE_INCOMING_EDGES","IMPROVE","0.3138958","0.3138958","0.3138958","0.3142300","0.3142300","0.3114286","0.3114286","0.3090186","0.3090186","0.3090186","0.3090186","0.3090186","0.3124611","0.3124611","0.3232854","0.3232854","0.3249739","0.3242741","0.3240741","0.3240741","0.3236449","0.5992556","0.5992556","0.5992556","0.5957115","0.5957115","0.5971429","0.5971429","0.6014589","0.6014589","0.6014589","0.6014589","0.6014589","0.6071651","0.6071651","0.6075774","0.6075774","0.6112853","0.6141696","0.6172840","0.6172840","0.6150825","0.14307692307692307","0.14307692307692307","0.14307692307692307","0.13532763532763534","0.13532763532763534","0.13227513227513227","0.13227513227513227","0.12807881773399016","0.12807881773399016","0.12807881773399016","0.12807881773399016","0.12807881773399016","0.12298850574712644","0.12298850574712644","0.11391129032258064","0.11391129032258064","0.10984848484848485","0.10336134453781512","0.1","0.1","0.0953058321479374","3.576923076923077","3.576923076923077","3.576923076923077","3.5185185185185186","3.5185185185185186","3.5714285714285716","3.5714285714285716","3.586206896551724","3.586206896551724","3.586206896551724","3.586206896551724","3.586206896551724","3.566666666666667","3.566666666666667","3.53125","3.53125","3.515151515151515","3.5142857142857142","3.5","3.5","3.526315789473684"
"application-0584","RANDOM_GRAPH","MEDIUM","18","CONCENTRATE_OUTGOING_EDGES","IMPROVE","0.4768595","0.4768595","0.4768595","0.4622642","0.4622642","0.4622642","0.4545455","0.4490909","0.4490909","0.4397047","0.4397047","0.4349415","0.4349415","0.4349415","0.4349415","0.4365079","0.4365079","0.4353276","0.4353276","0.4376333","0.4361340","0.5066116","0.5066116","0.5066116","0.5154374","0.5154374","0.5154374","0.5122378","0.5054545","0.5054545","0.5118950","0.5118950","0.5168129","0.5168129","0.5168129","0.5168129","0.5207570","0.5207570","0.5219373","0.5219373","0.5239872","0.5284119","0.10869565217391304","0.10869565217391304","0.10869565217391304","0.10474308300395258","0.10474308300395258","0.10474308300395258","0.11255411255411256","0.10822510822510822","0.10822510822510822","0.10474308300395258","0.10474308300395258","0.10326086956521739","0.10326086956521739","0.10326086956521739","0.10326086956521739","0.09692307692307692","0.09692307692307692","0.09259259259259259","0.09259259259259259","0.08862433862433862","0.0874384236453202","2.391304347826087","2.391304347826087","2.391304347826087","2.3043478260869565","2.3043478260869565","2.3043478260869565","2.3636363636363638","2.272727272727273","2.272727272727273","2.3043478260869565","2.3043478260869565","2.375","2.375","2.375","2.375","2.423076923076923","2.423076923076923","2.4074074074074074","2.4074074074074074","2.392857142857143","2.4482758620689653"
"application-0585","RANDOM_GRAPH","MEDIUM","17","CONCENTRATE_INCOMING_EDGES","IMPROVE","0.2567288","0.2567288","0.2567288","0.2567288","0.2567288","0.2567288","0.2586667","0.2586667","0.2497136","0.2585714","0.2585714","0.2585714","0.2585714","0.2612732","0.2651090","0.2662757","0.2691886","0.2704354","0.2709740","0.2709740","0.2803819","0.6128364","0.6128364","0.6128364","0.6128364","0.6128364","0.6128364","0.6133333","0.6133333","0.6261932","0.63","0.63","0.63","0.63","0.6326260","0.6358255","0.6392962","0.6403509","0.6412019","0.6436837","0.6436837","0.6484375","0.16600790513833993","0.16600790513833993","0.16600790513833993","0.16600790513833993","0.16600790513833993","0.16600790513833993","0.15","0.15","0.13817663817663817","0.13227513227513227","0.13227513227513227","0.13227513227513227","0.13227513227513227","0.12807881773399016","0.12298850574712644","0.11827956989247312","0.11491935483870967","0.11268939393939394","0.10873440285204991","0.10873440285204991","0.10158730158730159","3.652173913043478","3.652173913043478","3.652173913043478","3.652173913043478","3.652173913043478","3.652173913043478","3.6","3.6","3.5925925925925926","3.5714285714285716","3.5714285714285716","3.5714285714285716","3.5714285714285716","3.586206896551724","3.566666666666667","3.5483870967741935","3.5625","3.606060606060606","3.588235294117647","3.588235294117647","3.5555555555555554"
"application-0586","RANDOM_GRAPH","MEDIUM","11","CONCENTRATE_OUTGOING_EDGES","IMPROVE","0.3526786","0.3526786","0.3526786","0.3526786","0.3526786","0.3526786","0.3534091","0.3409771","0.3409771","0.3440860","0.3440860","0.3393559","0.3393559","0.3393559","0.3393559","0.3288732","0.3276190","0.3276190","0.3276190","0.3250863","0.3237297","0.4977679","0.4977679","0.4977679","0.4977679","0.4977679","0.4977679","0.4988636","0.5204387","0.5204387","0.5286738","0.5286738","0.5326002","0.5326002","0.5326002","0.5326002","0.5485915","0.5396825","0.5396825","0.5396825","0.5529344","0.5521215","0.23333333333333334","0.23333333333333334","0.23333333333333334","0.23333333333333334","0.23333333333333334","0.23333333333333334","0.22916666666666666","0.21691176470588236","0.21691176470588236","0.20261437908496732","0.20261437908496732","0.195906432748538","0.195906432748538","0.195906432748538","0.195906432748538","0.1868421052631579","0.17857142857142858","0.17857142857142858","0.17857142857142858","0.170995670995671","0.16403162055335968","3.5","3.5","3.5","3.5","3.5","3.5","3.4375","3.4705882352941178","3.4705882352941178","3.4444444444444446","3.4444444444444446","3.526315789473684","3.526315789473684","3.526315789473684","3.526315789473684","3.55","3.5714285714285716","3.5714285714285716","3.5714285714285716","3.590909090909091","3.608695652173913"
"application-0587","RANDOM_GRAPH","MEDIUM","22","CONCENTRATE_INCOMING_EDGES","IMPROVE","0.2153846","0.2452381","0.2515625","0.2576989","0.2484947","0.2484947","0.2575824","0.2575824","0.2599502","0.2599502","0.2674505","0.2674505","0.2674505","0.2680014","0.2764228","0.2764228","0.2776767","0.2837209","0.2837209","0.2846452","0.2853893","0.7030769","0.6892857","0.6885417","0.6903178","0.6936082","0.6936082","0.6909890","0.6909890","0.6815920","0.6815920","0.6817842","0.6817842","0.6817842","0.6849315","0.6835645","0.6835645","0.6825902","0.6799419","0.6799419","0.6807095","0.6840243","0.15384615384615385","0.12873563218390804","0.12096774193548387","0.11647727272727272","0.11319073083778966","0.11319073083778966","0.1092436974789916","0.1092436974789916","0.10634920634920635","0.10634920634920635","0.10028449502133713","0.10028449502133713","0.10028449502133713","0.09851551956815115","0.09329268292682927","0.09329268292682927","0.09117305458768873","0.08859357696567","0.08859357696567","0.08668076109936575","0.08309178743961353","3.8461538461538463","3.7333333333333334","3.75","3.727272727272727","3.735294117647059","3.735294117647059","3.7142857142857144","3.7142857142857144","3.7222222222222223","3.7222222222222223","3.710526315789474","3.710526315789474","3.710526315789474","3.7435897435897436","3.731707317073171","3.731707317073171","3.738095238095238","3.7209302325581395","3.7209302325581395","3.727272727272727","3.739130434782609"
"application-0588","RANDOM_GRAPH","MEDIUM","11","CONCENTRATE_OUTGOING_EDGES","IMPROVE","0.2808511","0.2808511","0.2808511","0.2808511","0.2808511","0.2808511","0.2724638","0.2724638","0.2724638","0.2724638","0.2724638","0.27","0.27","0.27","0.27","0.27","0.2986425","0.2986425","0.2986425","0.2986425","0.3060606","0.5560284","0.5560284","0.5560284","0.5560284","0.5560284","0.5560284","0.5652174","0.5652174","0.5652174","0.5652174","0.5652174","0.5625","0.5625","0.5625","0.5625","0.5625","0.5678733","0.5678733","0.5678733","0.5678733","0.5767677","0.22380952380952382","0.22380952380952382","0.22380952380952382","0.22380952380952382","0.22380952380952382","0.22380952380952382","0.21904761904761905","0.21904761904761905","0.21904761904761905","0.21904761904761905","0.21904761904761905","0.20833333333333334","0.20833333333333334","0.20833333333333334","0.20833333333333334","0.20833333333333334","0.19117647058823528","0.19117647058823528","0.19117647058823528","0.19117647058823528","0.17973856209150327","3.1333333333333333","3.1333333333333333","3.1333333333333333","3.1333333333333333","3.1333333333333333","3.1333333333333333","3.066666666666667","3.066666666666667","3.066666666666667","3.066666666666667","3.066666666666667","3.125","3.125","3.125","3.125","3.125","3.0588235294117645","3.0588235294117645","3.0588235294117645","3.0588235294117645","3.0555555555555554"
"application-0589","RANDOM_GRAPH","MEDIUM","14","CONCENTRATE_INCOMING_EDGES","IMPROVE","0.1873638","0.1873638","0.1873638","0.1873638","0.1873638","0.2123104","0.2123104","0.2290323","0.2432234","0.2352941","0.2352941","0.2352941","0.2688356","0.2688356","0.2901333","0.2901333","0.2901333","0.2981030","0.2981030","0.2981030","0.2927536","0.6318083","0.6318083","0.6318083","0.6318083","0.6318083","0.6155219","0.6155219","0.6096774","0.6139194","0.6203209","0.6203209","0.6203209","0.6044521","0.6044521","0.6058667","0.6058667","0.6058667","0.6007227","0.6007227","0.6007227","0.6130435","0.19852941176470587","0.19852941176470587","0.19852941176470587","0.19852941176470587","0.19852941176470587","0.17251461988304093","0.17251461988304093","0.1631578947368421","0.15476190476190477","0.1471861471861472","0.1471861471861472","0.1471861471861472","0.1322463768115942","0.1322463768115942","0.125","0.125","0.125","0.1168091168091168","0.1168091168091168","0.1168091168091168","0.10574712643678161","3.176470588235294","3.176470588235294","3.176470588235294","3.176470588235294","3.176470588235294","3.1052631578947367","3.1052631578947367","3.1","3.0952380952380953","3.090909090909091","3.090909090909091","3.090909090909091","3.0416666666666665","3.0416666666666665","3.0","3.0","3.0","3.037037037037037","3.037037037037037","3.037037037037037","3.066666666666667"
"application-0590","RANDOM_GRAPH","MEDIUM","13","CONCENTRATE_OUTGOING_EDGES","IMPROVE","0.3816489","0.3816489","0.3816489","0.3816489","0.3816489","0.3816489","0.3722826","0.3722826","0.3522727","0.3522727","0.30625","0.30625","0.30625","0.30625","0.30625","0.30625","0.30625","0.2996795","0.2997199","0.3181818","0.3201754","0.5175","0.5175","0.5175","0.5175","0.5175","0.5175","0.5039894","0.5039894","0.5319444","0.5319444","0.5594512","0.5594512","0.5594512","0.5594512","0.55","0.55","0.55","0.5432692","0.5490196","0.5454545","0.5504386","0.15359477124183007","0.15359477124183007","0.15359477124183007","0.15359477124183007","0.15359477124183007","0.15359477124183007","0.16911764705882354","0.16911764705882354","0.16176470588235295","0.16176470588235295","0.14705882352941177","0.14705882352941177","0.14705882352941177","0.14705882352941177","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.1625","0.15441176470588236","0.1437908496732026","0.14035087719298245","2.611111111111111","2.611111111111111","2.611111111111111","2.611111111111111","2.611111111111111","2.611111111111111","2.7058823529411766","2.7058823529411766","2.588235294117647","2.588235294117647","2.3529411764705883","2.3529411764705883","2.3529411764705883","2.3529411764705883","2.5","2.5","2.5","2.4375","2.4705882352941178","2.4444444444444446","2.526315789473684"
"application-0591","RANDOM_GRAPH","MEDIUM","12","CONCENTRATE_INCOMING_EDGES","IMPROVE","0.2916667","0.2916667","0.2916667","0.2903811","0.2903811","0.2854839","0.2854839","0.2854839","0.2964722","0.2964722","0.2964722","0.2869565","0.2869565","0.2869565","0.3044156","0.3034188","0.3034188","0.3034188","0.3140394","0.3140394","0.3007092","0.5416667","0.5416667","0.5416667","0.5444646","0.5444646","0.55","0.55","0.55","0.5502035","0.5502035","0.5502035","0.5565217","0.5565217","0.5565217","0.5641558","0.5655271","0.5655271","0.5655271","0.5669130","0.5669130","0.5723404","0.1830065359477124","0.1830065359477124","0.1830065359477124","0.1695906432748538","0.1695906432748538","0.1631578947368421","0.1631578947368421","0.1631578947368421","0.14502164502164502","0.14502164502164502","0.14502164502164502","0.1383399209486166","0.1383399209486166","0.1383399209486166","0.12833333333333333","0.12461538461538461","0.12461538461538461","0.12461538461538461","0.11507936507936507","0.11507936507936507","0.10804597701149425","3.111111111111111","3.111111111111111","3.111111111111111","3.0526315789473686","3.0526315789473686","3.1","3.1","3.1","3.0454545454545454","3.0454545454545454","3.0454545454545454","3.0434782608695654","3.0434782608695654","3.0434782608695654","3.08","3.1153846153846154","3.1153846153846154","3.1153846153846154","3.107142857142857","3.107142857142857","3.1333333333333333"
"application-0592","RANDOM_GRAPH","MEDIUM","24","CONCENTRATE_OUTGOING_EDGES","IMPROVE","0.3255556","0.3255556","0.3255556","0.3113636","0.2965116","0.2809524","0.2670732","0.2670732","0.26625","0.2487179","0.2487179","0.2513333","0.2513333","0.2513333","0.2513333","0.2513333","0.2513333","0.2513333","0.2445205","0.2540541","0.24","0.5373874","0.5373874","0.5373874","0.5373874","0.5409091","0.5463303","0.5462963","0.5462963","0.5481132","0.5548077","0.5548077","0.5551020","0.5521053","0.5368132","0.5368132","0.5439759","0.5560976","0.5560976","0.5639241","0.5432432","0.5757143","0.11083743842364532","0.11083743842364532","0.11083743842364532","0.10837438423645321","0.10591133004926108","0.10344827586206896","0.10098522167487685","0.10098522167487685","0.09852216748768473","0.0960591133004926","0.0960591133004926","0.10683760683760683","0.11538461538461539","0.1358695652173913","0.1358695652173913","0.16233766233766234","0.16233766233766234","0.16233766233766234","0.15800865800865802","0.19473684210526315","0.18421052631578946","3.103448275862069","3.103448275862069","3.103448275862069","3.0344827586206895","2.9655172413793105","2.896551724137931","2.8275862068965516","2.8275862068965516","2.7586206896551726","2.689655172413793","2.689655172413793","2.7777777777777777","2.8846153846153846","3.125","3.125","3.409090909090909","3.409090909090909","3.409090909090909","3.3181818181818183","3.7","3.5"
"application-0593","RANDOM_GRAPH","MEDIUM","20","CONCENTRATE_INCOMING_EDGES","IMPROVE","0.3023256","0.3023256","0.3023256","0.3024476","0.3085063","0.3100304","0.3100304","0.3138614","0.3138614","0.3138614","0.3138614","0.3138614","0.3042596","0.3033333","0.3060072","0.3060072","0.3096216","0.3112664","0.3104118","0.3142593","0.3172368","0.5972093","0.5972093","0.5972093","0.5856643","0.5820106","0.5881459","0.5881459","0.5917492","0.5917492","0.5917492","0.5917492","0.5917492","0.5958418","0.6014286","0.6054652","0.6054652","0.6062703","0.6097862","0.6091686","0.6105556","0.6109993","0.14333333333333334","0.14333333333333334","0.14333333333333334","0.13538461538461538","0.12962962962962962","0.12433862433862433","0.12433862433862433","0.11609195402298851","0.11609195402298851","0.11609195402298851","0.11609195402298851","0.11609195402298851","0.10338680926916222","0.10084033613445378","0.09761904761904762","0.09761904761904762","0.09384384384384384","0.09103840682788052","0.08906882591093117","0.08653846153846154","0.08246225319396051","3.44","3.44","3.44","3.3846153846153846","3.3703703703703702","3.357142857142857","3.357142857142857","3.3666666666666667","3.3666666666666667","3.3666666666666667","3.3666666666666667","3.3666666666666667","3.411764705882353","3.4285714285714284","3.4166666666666665","3.4166666666666665","3.3783783783783785","3.3684210526315788","3.3846153846153846","3.375","3.380952380952381"
"application-0594","RANDOM_GRAPH","MEDIUM","21","CONCENTRATE_OUTGOING_EDGES","IMPROVE","0.5393825","0.5393825","0.4842579","0.4665301","0.4571429","0.4571429","0.4571429","0.4533800","0.4497354","0.4497354","0.4476517","0.4476517","0.4514943","0.4181601","0.4107681","0.4107681","0.4107681","0.4127561","0.4127561","0.4127561","0.3992117","0.4844720","0.4844720","0.5097451","0.5170765","0.5206349","0.5206349","0.5206349","0.5198135","0.5291005","0.5291005","0.5318004","0.5318004","0.5342529","0.5471924","0.5485693","0.5485693","0.5485693","0.5575017","0.5575017","0.5575017","0.5579955","0.10615384615384615","0.10615384615384615","0.11462450592885376","0.1105072463768116","0.105","0.105","0.105","0.10153846153846154","0.09971509971509972","0.09971509971509972","0.09656084656084656","0.09656084656084656","0.09236453201970443","0.08709677419354839","0.08366935483870967","0.08366935483870967","0.08366935483870967","0.07932263814616755","0.07932263814616755","0.07932263814616755","0.07207207207207207","2.6538461538461537","2.6538461538461537","2.5217391304347827","2.5416666666666665","2.52","2.52","2.52","2.5384615384615383","2.5925925925925926","2.5925925925925926","2.607142857142857","2.607142857142857","2.586206896551724","2.6129032258064515","2.59375","2.59375","2.59375","2.6176470588235294","2.6176470588235294","2.6176470588235294","2.5945945945945947"
"application-0595","RANDOM_GRAPH","MEDIUM","20","CONCENTRATE_INCOMING_EDGES","IMPROVE","0.4143284","0.4143284","0.4143284","0.4143284","0.4174208","0.3960905","0.3849847","0.3827309","0.3764706","0.3764706","0.3764706","0.359375","0.359375","0.3611111","0.3617464","0.3644489","0.3644489","0.3644489","0.3644489","0.3611468","0.3627125","0.5755224","0.5755224","0.5755224","0.5755224","0.5542986","0.5555556","0.5595810","0.5602410","0.5609108","0.5609108","0.5609108","0.5653409","0.5653409","0.5717822","0.5696466","0.5710030","0.5710030","0.5710030","0.5710030","0.5780916","0.5811160","0.11166666666666666","0.11166666666666666","0.11166666666666666","0.11166666666666666","0.10461538461538461","0.10256410256410256","0.09729064039408868","0.09540229885057472","0.0913978494623656","0.0913978494623656","0.0913978494623656","0.08870967741935484","0.08870967741935484","0.08015873015873017","0.07807807807807808","0.07539118065433854","0.07539118065433854","0.07539118065433854","0.07539118065433854","0.06951219512195123","0.06501057082452431","2.68","2.68","2.68","2.68","2.6153846153846154","2.6666666666666665","2.7241379310344827","2.7666666666666666","2.7419354838709675","2.7419354838709675","2.7419354838709675","2.75","2.75","2.8055555555555554","2.810810810810811","2.789473684210526","2.789473684210526","2.789473684210526","2.789473684210526","2.7804878048780486","2.7954545454545454"
"application-0596","RANDOM_GRAPH","MEDIUM","13","CONCENTRATE_OUTGOING_EDGES","IMPROVE","0.3079365","0.3079365","0.3079365","0.3079365","0.3079365","0.3066667","0.3066667","0.3066667","0.3066667","0.2842105","0.2842105","0.2842105","0.2842105","0.2842105","0.2842105","0.2842105","0.2846847","0.2846847","0.2996795","0.2996795","0.2885154","0.5575758","0.5575758","0.5575758","0.5575758","0.5575758","0.5650794","0.5650794","0.5650794","0.5650794","0.5538462","0.5538462","0.5538462","0.5438596","0.5438596","0.5438596","0.5438596","0.5405405","0.5405405","0.5400641","0.5400641","0.5490196","0.15441176470588236","0.15441176470588236","0.15441176470588236","0.15441176470588236","0.15441176470588236","0.14705882352941177","0.14705882352941177","0.14705882352941177","0.14705882352941177","0.15833333333333333","0.15833333333333333","0.15833333333333333","0.18095238095238095","0.18095238095238095","0.18095238095238095","0.18095238095238095","0.1761904761904762","0.1761904761904762","0.1625","0.1625","0.15441176470588236","2.4705882352941178","2.4705882352941178","2.4705882352941178","2.4705882352941178","2.4705882352941178","2.3529411764705883","2.3529411764705883","2.3529411764705883","2.3529411764705883","2.375","2.375","2.375","2.533333333333333","2.533333333333333","2.533333333333333","2.533333333333333","2.466666666666667","2.466666666666667","2.4375","2.4375","2.4705882352941178"
"application-0597","RANDOM_GRAPH","MEDIUM","23","CONCENTRATE_INCOMING_EDGES","IMPROVE","0.3133333","0.3119576","0.3020408","0.3103299","0.3139293","0.3083268","0.3012411","0.3008130","0.3008130","0.3036929","0.3036929","0.3024927","0.3024927","0.2946191","0.2912074","0.2912074","0.2912074","0.2912074","0.2968182","0.2994052","0.2939317","0.6187879","0.6186114","0.6231293","0.6232639","0.6232848","0.6276512","0.6306738","0.6321138","0.6321138","0.6337868","0.6337868","0.6370968","0.6370968","0.6406709","0.6418867","0.6418867","0.6418867","0.6418867","0.6445455","0.6441948","0.6449771","0.12643678160919541","0.10873440285204991","0.10588235294117647","0.10158730158730159","0.09759759759759759","0.0953058321479374","0.09038461538461538","0.08780487804878048","0.08780487804878048","0.08536585365853659","0.08536585365853659","0.08192389006342495","0.08192389006342495","0.0803030303030303","0.07678075855689177","0.07678075855689177","0.07678075855689177","0.07678075855689177","0.07183673469387755","0.06980392156862746","0.06712626995645864","3.6666666666666665","3.588235294117647","3.6","3.5555555555555554","3.5135135135135136","3.526315789473684","3.525","3.5121951219512195","3.5121951219512195","3.5","3.5","3.522727272727273","3.522727272727273","3.533333333333333","3.5319148936170213","3.5319148936170213","3.5319148936170213","3.5319148936170213","3.52","3.4901960784313726","3.490566037735849"
"application-0598","RANDOM_GRAPH","MEDIUM","21","CONCENTRATE_OUTGOING_EDGES","IMPROVE","0.3514212","0.3514212","0.3514212","0.3386243","0.3386243","0.3390851","0.3298611","0.3298611","0.3363243","0.3292541","0.3292541","0.3305019","0.3335792","0.3335792","0.3321783","0.3339085","0.3427165","0.3369606","0.3313641","0.3323222","0.3319728","0.6175711","0.6175711","0.6175711","0.6190476","0.6190476","0.6207865","0.6243056","0.6243056","0.6185025","0.6200466","0.6200466","0.6167310","0.6157817","0.6157817","0.6158466","0.6203624","0.6202756","0.6221388","0.6242392","0.6262218","0.6309902","0.1225071225071225","0.1225071225071225","0.1225071225071225","0.11965811965811966","0.11965811965811966","0.11772486772486772","0.1103448275862069","0.1103448275862069","0.10181451612903226","0.09848484848484848","0.09848484848484848","0.09327731092436975","0.08968253968253968","0.08968253968253968","0.08783783783783784","0.08677098150782361","0.08141025641025641","0.07926829268292683","0.07723577235772358","0.07641196013289037","0.07424242424242425","3.185185185185185","3.185185185185185","3.185185185185185","3.111111111111111","3.111111111111111","3.1785714285714284","3.2","3.2","3.15625","3.1515151515151514","3.1515151515151514","3.1714285714285713","3.138888888888889","3.138888888888889","3.1621621621621623","3.210526315789474","3.175","3.1707317073170733","3.1666666666666665","3.2093023255813953","3.2666666666666666"
"application-0599","RANDOM_GRAPH","MEDIUM","21","CONCENTRATE_INCOMING_EDGES","IMPROVE","0.2142857","0.2142857","0.2142857","0.2142857","0.2155612","0.2151488","0.2151488","0.2201102","0.2412798","0.2412798","0.2517483","0.2517483","0.2616977","0.2708826","0.2708826","0.2736253","0.2721653","0.2721653","0.2721653","0.2745098","0.2933595","0.6245421","0.6245421","0.6245421","0.6245421","0.6147959","0.6201002","0.6201002","0.6184573","0.6215578","0.6215578","0.6251748","0.6251748","0.6169772","0.6140662","0.6140662","0.6184529","0.6239845","0.6239845","0.6239845","0.6281213","0.6293079","0.16153846153846155","0.16153846153846155","0.16153846153846155","0.16153846153846155","0.14814814814814814","0.1440886699507389","0.1440886699507389","0.13908045977011493","0.13225806451612904","0.13225806451612904","0.12310606060606061","0.12310606060606061","0.11596638655462185","0.11190476190476191","0.11190476190476191","0.10885885885885886","0.10597439544807966","0.10597439544807966","0.10597439544807966","0.10323886639676114","0.09191583610188261","4.038461538461538","4.038461538461538","4.038461538461538","4.038461538461538","4.0","4.0344827586206895","4.0344827586206895","4.033333333333333","3.967741935483871","3.967741935483871","3.9393939393939394","3.9393939393939394","3.942857142857143","3.9166666666666665","3.9166666666666665","3.918918918918919","3.9210526315789473","3.9210526315789473","3.9210526315789473","3.923076923076923","3.86046511627907"
"application-0600","RANDOM_GRAPH","MEDIUM","13","CONCENTRATE_OUTGOING_EDGES","IMPROVE","0.40625","0.40625","0.40625","0.40625","0.40625","0.3868243","0.3868243","0.3589286","0.3314394","0.328125","0.328125","0.328125","0.3304094","0.3304094","0.3234917","0.3159091","0.3159091","0.3159091","0.2996289","0.2996289","0.3101852","0.4464286","0.4464286","0.4464286","0.4464286","0.4464286","0.4577703","0.4577703","0.4767857","0.4829545","0.4804688","0.4804688","0.4804688","0.4912281","0.4912281","0.5032092","0.5136364","0.5136364","0.5136364","0.5241187","0.5241187","0.5262346","0.14705882352941177","0.14705882352941177","0.14705882352941177","0.14705882352941177","0.14705882352941177","0.15416666666666667","0.15416666666666667","0.14583333333333334","0.1375","0.13333333333333333","0.13333333333333333","0.13333333333333333","0.12418300653594772","0.12418300653594772","0.11988304093567251","0.11578947368421053","0.11578947368421053","0.11578947368421053","0.10606060606060606","0.10606060606060606","0.09782608695652174","2.3529411764705883","2.3529411764705883","2.3529411764705883","2.3529411764705883","2.3529411764705883","2.3125","2.3125","2.1875","2.0625","2.0","2.0","2.0","2.111111111111111","2.111111111111111","2.1578947368421053","2.2","2.2","2.2","2.227272727272727","2.227272727272727","2.25"
"application-0601","RANDOM_GRAPH","MEDIUM","23","CONCENTRATE_INCOMING_EDGES","IMPROVE","0.3679284","0.3679284","0.3679284","0.3679284","0.3679284","0.3807777","0.3807777","0.38","0.3878676","0.3866703","0.3866703","0.3866703","0.3866703","0.3866703","0.3800690","0.3741538","0.3741538","0.3683594","0.3669623","0.3680776","0.3751360","0.5779406","0.5779406","0.5779406","0.5779406","0.5779406","0.5685987","0.5685987","0.5670968","0.5692402","0.5733945","0.5733945","0.5733945","0.5733945","0.5733945","0.5776531","0.5825641","0.5825641","0.5871094","0.5931264","0.5895944","0.5958042","0.12962962962962962","0.12962962962962962","0.12962962962962962","0.12962962962962962","0.12962962962962962","0.11576354679802955","0.11576354679802955","0.10752688172043011","0.1028225806451613","0.09714795008912656","0.09714795008912656","0.09714795008912656","0.09714795008912656","0.09714795008912656","0.08677098150782361","0.08434547908232119","0.08434547908232119","0.08205128205128205","0.08048780487804878","0.078397212543554","0.07222222222222222","3.3703703703703702","3.3703703703703702","3.3703703703703702","3.3703703703703702","3.3703703703703702","3.2413793103448274","3.2413793103448274","3.225806451612903","3.1875","3.2058823529411766","3.2058823529411766","3.2058823529411766","3.2058823529411766","3.2058823529411766","3.210526315789474","3.2051282051282053","3.2051282051282053","3.2","3.2195121951219514","3.2142857142857144","3.1777777777777776"
"application-0602","RANDOM_GRAPH","MEDIUM","24","CONCENTRATE_OUTGOING_EDGES","IMPROVE","0.5716999","0.5716999","0.5716999","0.5716999","0.5716999","0.5716999","0.5452675","0.5354497","0.5250545","0.5196241","0.5082621","0.5082621","0.4961787","0.4807692","0.4807692","0.4807692","0.4787606","0.4771689","0.4771689","0.4771689","0.4571429","0.3969611","0.3969611","0.3969611","0.3969611","0.3969611","0.3969611","0.4701646","0.4888889","0.5043573","0.5107794","0.5207977","0.5207977","0.5267490","0.5324176","0.5324176","0.5324176","0.5397301","0.5429224","0.5429224","0.5429224","0.5495017","0.10317460317460317","0.10317460317460317","0.10317460317460317","0.10317460317460317","0.10317460317460317","0.10317460317460317","0.09523809523809523","0.09259259259259259","0.08994708994708994","0.09544159544159544","0.09259259259259259","0.09259259259259259","0.08974358974358974","0.08597883597883597","0.08597883597883597","0.08597883597883597","0.08497536945812807","0.0839080459770115","0.0839080459770115","0.0839080459770115","0.07226890756302522","2.7857142857142856","2.7857142857142856","2.7857142857142856","2.7857142857142856","2.7857142857142856","2.7857142857142856","2.5714285714285716","2.5","2.4285714285714284","2.4814814814814814","2.4074074074074074","2.4074074074074074","2.3333333333333335","2.3214285714285716","2.3214285714285716","2.3214285714285716","2.3793103448275863","2.433333333333333","2.433333333333333","2.433333333333333","2.4571428571428573"
