"release","SIY","SCF","ADCS"
"0","","0.12666666666666668","3.04"
"1","","0.12666666666666668","3.04"
"2","","0.12666666666666668","3.04"
"3","","0.12666666666666668","3.04"
"4","","0.12307692307692308","3.076923076923077"
"5","","0.1168091168091168","3.037037037037037"
"6","","0.1168091168091168","3.037037037037037"
"7","","0.1168091168091168","3.037037037037037"
"8","","0.11243386243386243","3.0357142857142856"
"9","","0.10714285714285714","3.0"
"10","","0.10714285714285714","3.0"
"11","","0.10344827586206896","3.0"
"12","","0.10344827586206896","3.0"
"13","","0.10344827586206896","3.0"
"14","","0.0967741935483871","3.0"
"15","","0.0967741935483871","3.0"
"16","","0.0967741935483871","3.0"
"17","","0.09001782531194295","2.9705882352941178"
"18","","0.09001782531194295","2.9705882352941178"
"19","","0.09001782531194295","2.9705882352941178"
"20","","0.08258258258258258","2.972972972972973"
