"release","SIY","SCF","ADCS"
"0","","0.2","2.0"
"1","","0.2","2.0"
"2","","0.2","2.0"
"3","","0.2","2.0"
"4","","0.1893939393939394","2.0833333333333335"
"5","","0.1893939393939394","2.0833333333333335"
"6","","0.1893939393939394","2.0833333333333335"
"7","","0.1893939393939394","2.0833333333333335"
"8","","0.1893939393939394","2.0833333333333335"
"9","","0.1893939393939394","2.0833333333333335"
"10","","0.17582417582417584","2.2857142857142856"
"11","","0.17582417582417584","2.2857142857142856"
"12","","0.17582417582417584","2.2857142857142856"
"13","","0.17582417582417584","2.2857142857142856"
"14","","0.17582417582417584","2.2857142857142856"
"15","","0.17582417582417584","2.2857142857142856"
"16","","0.17142857142857143","2.4"
"17","","0.16666666666666666","2.5"
"18","","0.16666666666666666","2.5"
"19","","0.16666666666666666","2.5"
"20","","0.15359477124183007","2.611111111111111"
