"release","SIY","SCF","ADCS"
"0","","0.07322068612391193","4.5396825396825395"
"1","","0.06457800511508952","4.391304347826087"
"2","","0.05649122807017544","4.2368421052631575"
"3","","0.054612054612054615","4.205128205128205"
"4","","0.05284810126582278","4.175"
"5","","0.051189400782896716","4.146341463414634"
"6","","0.04948364888123924","4.107142857142857"
"7","","0.04887955182072829","4.105882352941176"
"8","","0.04801641586867305","4.0813953488372094"
"9","","0.04801641586867305","4.0813953488372094"
"10","","0.0460929519918284","4.056179775280899"
"11","","0.04468864468864469","4.021978021978022"
"12","","0.04468864468864469","4.021978021978022"
"13","","0.04468864468864469","4.021978021978022"
"14","","0.04081632653061224","3.9591836734693877"
"15","","0.04019789734075448","3.9393939393939394"
"16","","0.03910891089108911","3.910891089108911"
"17","","0.03826384922901199","3.9029126213592233"
"18","","0.03826384922901199","3.9029126213592233"
"19","","0.03692722371967655","3.8773584905660377"
"20","","0.03513513513513514","3.864864864864865"
