"release","SIY","SCF","ADCS"
"0","","0.26515151515151514","2.9166666666666665"
"1","","0.26515151515151514","2.9166666666666665"
"2","","0.26515151515151514","2.9166666666666665"
"3","","0.26515151515151514","2.9166666666666665"
"4","","0.26515151515151514","2.9166666666666665"
"5","","0.26515151515151514","2.9166666666666665"
"6","","0.26515151515151514","2.9166666666666665"
"7","","0.26515151515151514","2.9166666666666665"
"8","","0.26515151515151514","2.9166666666666665"
"9","","0.25","3.0"
"10","","0.25","3.0"
"11","","0.25","3.0"
"12","","0.25","3.0"
"13","","0.25","3.0"
"14","","0.25","3.0"
"15","","0.22527472527472528","2.9285714285714284"
"16","","0.22527472527472528","2.9285714285714284"
"17","","0.22527472527472528","2.9285714285714284"
"18","","0.22527472527472528","2.9285714285714284"
"19","","0.22527472527472528","2.9285714285714284"
"20","","0.20952380952380953","2.933333333333333"
