"release","SIY","SCF","ADCS"
"0","","0.1358695652173913","3.125"
"1","","0.1358695652173913","3.125"
"2","","0.1358695652173913","3.125"
"3","","0.13166666666666665","3.16"
"4","","0.13166666666666665","3.16"
"5","","0.12615384615384614","3.1538461538461537"
"6","","0.12615384615384614","3.1538461538461537"
"7","","0.12615384615384614","3.1538461538461537"
"8","","0.1164021164021164","3.142857142857143"
"9","","0.11330049261083744","3.1724137931034484"
"10","","0.1043010752688172","3.129032258064516"
"11","","0.10080645161290322","3.125"
"12","","0.09659090909090909","3.090909090909091"
"13","","0.09659090909090909","3.090909090909091"
"14","","0.08991596638655462","3.057142857142857"
"15","","0.08991596638655462","3.057142857142857"
"16","","0.08991596638655462","3.057142857142857"
"17","","0.08483483483483484","3.054054054054054"
"18","","0.08097165991902834","3.076923076923077"
"19","","0.08097165991902834","3.076923076923077"
"20","","0.0743321718931475","3.0476190476190474"
