"release","SIY","SCF","ADCS"
"0","","0.21978021978021978","2.857142857142857"
"1","","0.21978021978021978","2.857142857142857"
"2","","0.21978021978021978","2.857142857142857"
"3","","0.21978021978021978","2.857142857142857"
"4","","0.20952380952380953","2.933333333333333"
"5","","0.20952380952380953","2.933333333333333"
"6","","0.2","3.0"
"7","","0.2","3.0"
"8","","0.2","3.0"
"9","","0.2","3.0"
"10","","0.1875","3.0"
"11","","0.1875","3.0"
"12","","0.1830065359477124","3.111111111111111"
"13","","0.1830065359477124","3.111111111111111"
"14","","0.1830065359477124","3.111111111111111"
"15","","0.17251461988304093","3.1052631578947367"
"16","","0.17251461988304093","3.1052631578947367"
"17","","0.15476190476190477","3.0952380952380953"
"18","","0.15476190476190477","3.0952380952380953"
"19","","0.15151515151515152","3.1818181818181817"
"20","","0.1482213438735178","3.260869565217391"
