"release","SIY","SCF","ADCS"
"0","","0.10818713450292397","1.9473684210526316"
"1","","0.10818713450292397","1.9473684210526316"
"2","","0.10818713450292397","1.9473684210526316"
"3","","0.10526315789473684","2.0"
"4","","0.10526315789473684","2.0"
"5","","0.1","2.0"
"6","","0.1","2.0"
"7","","0.09523809523809523","2.0"
"8","","0.09523809523809523","2.0"
"9","","0.09090909090909091","2.0"
"10","","0.09090909090909091","2.0"
"11","","0.08876811594202899","2.0416666666666665"
"12","","0.08876811594202899","2.0416666666666665"
"13","","0.08876811594202899","2.0416666666666665"
"14","","0.08876811594202899","2.0416666666666665"
"15","","0.08666666666666667","2.08"
"16","","0.08666666666666667","2.08"
"17","","0.08666666666666667","2.08"
"18","","0.08666666666666667","2.08"
"19","","0.08307692307692308","2.076923076923077"
"20","","0.07512315270935961","2.103448275862069"
