"APPLICATION","TIPO","TAMANHO","VERTICES INÍCIO","RELEASE 0","EVOLUÇÃO","GINI-ADS-V0","GINI-ADS-V1","GINI-ADS-V2","GINI-ADS-V3","GINI-ADS-V4","GINI-ADS-V5","GINI-ADS-V6","GINI-ADS-V7","GINI-ADS-V8","GINI-ADS-V9","GINI-ADS-V10","GINI-ADS-V11","GINI-ADS-V12","GINI-ADS-V13","GINI-ADS-V14","GINI-ADS-V15","GINI-ADS-V16","GINI-ADS-V17","GINI-ADS-V18","GINI-ADS-V19","GINI-ADS-V20","GINI-AIS-V0","GINI-AIS-V1","GINI-AIS-V2","GINI-AIS-V3","GINI-AIS-V4","GINI-AIS-V5","GINI-AIS-V6","GINI-AIS-V7","GINI-AIS-V8","GINI-AIS-V9","GINI-AIS-V10","GINI-AIS-V11","GINI-AIS-V12","GINI-AIS-V13","GINI-AIS-V14","GINI-AIS-V15","GINI-AIS-V16","GINI-AIS-V17","GINI-AIS-V18","GINI-AIS-V19","GINI-AIS-V20","SCF-V0","SCF-V1","SCF-V2","SCF-V3","SCF-V4","SCF-V5","SCF-V6","SCF-V7","SCF-V8","SCF-V9","SCF-V10","SCF-V11","SCF-V12","SCF-V13","SCF-V14","SCF-V15","SCF-V16","SCF-V17","SCF-V18","SCF-V19","SCF-V20","ADCS-V0","ADCS-V1","ADCS-V2","ADCS-V3","ADCS-V4","ADCS-V5","ADCS-V6","ADCS-V7","ADCS-V8","ADCS-V9","ADCS-V10","ADCS-V11","ADCS-V12","ADCS-V13","ADCS-V14","ADCS-V15","ADCS-V16","ADCS-V17","ADCS-V18","ADCS-V19","ADCS-V20"
"application-1069","RANDOM_GRAPH","BIG","46","NO PROBLEM","WORSEN","0.1837525","0.2427089","0.2427089","0.2472712","0.2584450","0.2584450","0.2584450","0.2584450","0.2729340","0.2729340","0.2919859","0.2945824","0.2945824","0.2970577","0.2970577","0.3110566","0.3169527","0.3177348","0.3193595","0.3245095","0.3285258","0.4904489","0.5683304","0.5683304","0.5737348","0.5831392","0.5831392","0.5831392","0.5831392","0.5963007","0.5963007","0.6200633","0.6235168","0.6235168","0.6268513","0.6268513","0.6414265","0.6463199","0.6526680","0.6550539","0.6590737","0.6655874","0.12194269741439553","0.09447115384615384","0.09447115384615384","0.09254079254079255","0.08867427568042142","0.08867427568042142","0.08867427568042142","0.08867427568042142","0.08350100603621731","0.08350100603621731","0.07501708817498291","0.07375957375957376","0.07375957375957376","0.07254138266796495","0.07254138266796495","0.06683878370625358","0.06470588235294118","0.06308777429467084","0.062180796731358526","0.06031746031746032","0.05788149164950812","6.462962962962963","6.046153846153846","6.046153846153846","6.015151515151516","5.9411764705882355","5.9411764705882355","5.9411764705882355","5.9411764705882355","5.845070422535211","5.845070422535211","5.701298701298701","5.67948717948718","5.67948717948718","5.658227848101266","5.658227848101266","5.5476190476190474","5.5","5.488636363636363","5.47191011235955","5.428571428571429","5.382978723404255"
"application-1070","RANDOM_GRAPH","BIG","40","NO PROBLEM","WORSEN","0.4291405","0.4125541","0.4108469","0.4089744","0.4100315","0.4105742","0.4105742","0.4106028","0.4123296","0.4123296","0.4123296","0.4119048","0.4119048","0.4111665","0.4101452","0.4128035","0.4128035","0.4117647","0.4117647","0.4107871","0.4100288","0.5159329","0.5524675","0.5591990","0.5669872","0.5769231","0.5874650","0.5874650","0.6002294","0.6032838","0.6032838","0.6032838","0.6140590","0.6140590","0.6251557","0.6286809","0.6329782","0.6329782","0.6358543","0.6358543","0.6451668","0.6561978","0.10707070707070707","0.09428571428571429","0.09215686274509804","0.09049773755656108","0.08630328441649196","0.08279220779220779","0.08279220779220779","0.0777323202805377","0.07598870056497176","0.07598870056497176","0.07598870056497176","0.07168458781362007","0.07168458781362007","0.06806526806526807","0.06693803708729082","0.06436487638533675","0.06436487638533675","0.06335403726708075","0.06335403726708075","0.060692541856925415","0.05627705627705628","4.711111111111111","4.62","4.607843137254902","4.615384615384615","4.574074074074074","4.553571428571429","4.553571428571429","4.508474576271187","4.483333333333333","4.483333333333333","4.483333333333333","4.444444444444445","4.444444444444445","4.424242424242424","4.417910447761194","4.3768115942028984","4.3768115942028984","4.371428571428571","4.371428571428571","4.36986301369863","4.333333333333333"
"application-1071","RANDOM_GRAPH","BIG","53","NO PROBLEM","WORSEN","0.4603079","0.4532434","0.4513564","0.4511043","0.4508282","0.4508282","0.4508282","0.4497126","0.4493899","0.4478397","0.4474732","0.4474732","0.4465981","0.4462247","0.4454495","0.4454495","0.4454495","0.4435429","0.4428135","0.4419263","0.4408134","0.5548193","0.5744555","0.5852489","0.5880760","0.5907867","0.5907867","0.5907867","0.5996169","0.6018982","0.6114082","0.6132686","0.6132686","0.6179589","0.6196060","0.6227989","0.6227989","0.6227989","0.6318458","0.6344093","0.6377985","0.6410603","0.07033898305084746","0.06547619047619048","0.06196291270918137","0.06079894644424934","0.059676044330775786","0.059676044330775786","0.059676044330775786","0.05672926447574335","0.05574581430745814","0.052289815447710185","0.05144855144855145","0.05144855144855145","0.05","0.049228395061728394","0.04775198354393183","0.04775198354393183","0.04775198354393183","0.045442395081529","0.04417773237997957","0.0431013431013431","0.04140928849233585","4.15","4.125","4.08955223880597","4.073529411764706","4.057971014492754","4.057971014492754","4.057971014492754","4.027777777777778","4.013698630136986","3.9740259740259742","3.9615384615384617","3.9615384615384617","3.95","3.9382716049382718","3.9156626506024095","3.9156626506024095","3.9156626506024095","3.9080459770114944","3.8876404494382024","3.879120879120879","3.851063829787234"
"application-1072","RANDOM_GRAPH","BIG","57","NO PROBLEM","WORSEN","0.5249695","0.5306469","0.5335567","0.5343137","0.5343137","0.5343137","0.5364527","0.5364527","0.5372746","0.5374242","0.5374242","0.5375527","0.5375527","0.5372689","0.5370958","0.5368875","0.5366464","0.5360738","0.5360738","0.5350168","0.5337611","0.3731990","0.4090461","0.4322266","0.4393444","0.4393444","0.4393444","0.4651654","0.4651654","0.4820964","0.4873340","0.4873340","0.5021864","0.5021864","0.5155407","0.5196928","0.5237060","0.5275862","0.5349698","0.5349698","0.5451791","0.5544572","0.07711864406779662","0.07068452380952381","0.06648575305291723","0.06518876207199298","0.06518876207199298","0.06518876207199298","0.06044600938967136","0.06044600938967136","0.057297297297297295","0.05631578947368421","0.05631578947368421","0.053554040895813046","0.053554040895813046","0.05103884372177055","0.0502497796062298","0.04948364888123924","0.04873949579831933","0.04731355252606255","0.04731355252606255","0.04531835205992509","0.043478260869565216","4.55","4.453125","4.388059701492537","4.367647058823529","4.367647058823529","4.367647058823529","4.291666666666667","4.291666666666667","4.24","4.223684210526316","4.223684210526316","4.177215189873418","4.177215189873418","4.134146341463414","4.120481927710843","4.107142857142857","4.094117647058823","4.068965517241379","4.068965517241379","4.033333333333333","4.0"
"application-1073","RANDOM_GRAPH","BIG","37","NO PROBLEM","WORSEN","0.1970560","0.2215617","0.2215617","0.2215617","0.2276339","0.2374339","0.2478462","0.2478462","0.2478462","0.2563185","0.2606598","0.2824769","0.2824769","0.2824769","0.2919844","0.2919844","0.2973965","0.2973965","0.2973965","0.3029478","0.3151629","0.4826475","0.5315883","0.5315883","0.5315883","0.5403743","0.5471230","0.5624615","0.5624615","0.5624615","0.5681056","0.5748343","0.5891963","0.5891963","0.5891963","0.5988469","0.5988469","0.6087716","0.6087716","0.6087716","0.6122449","0.6228070","0.13841463414634148","0.11835748792270531","0.11835748792270531","0.11835748792270531","0.11517113783533765","0.11170212765957446","0.10612244897959183","0.10612244897959183","0.10612244897959183","0.10313725490196078","0.10067873303167421","0.09292929292929293","0.09292929292929293","0.09292929292929293","0.08865914786967419","0.08865914786967419","0.08503798947983636","0.08503798947983636","0.08503798947983636","0.08305084745762711","0.07782898105478751","5.536585365853658","5.326086956521739","5.326086956521739","5.326086956521739","5.297872340425532","5.25","5.2","5.2","5.2","5.1568627450980395","5.134615384615385","5.0181818181818185","5.0181818181818185","5.0181818181818185","4.964912280701754","4.964912280701754","4.932203389830509","4.932203389830509","4.932203389830509","4.9","4.825396825396825"
"application-1074","RANDOM_GRAPH","BIG","46","NO PROBLEM","WORSEN","0.4490277","0.4490277","0.4356243","0.4342864","0.4328944","0.4328944","0.4322476","0.4294356","0.4277108","0.4277108","0.4265985","0.4229739","0.4229739","0.4232991","0.4214489","0.4214489","0.4210826","0.4199136","0.4199136","0.4185572","0.4183069","0.4884901","0.4884901","0.5342474","0.5410033","0.5532921","0.5532921","0.5588788","0.5772803","0.5877540","0.5877540","0.5964194","0.6138364","0.6138364","0.6231279","0.6301723","0.6301723","0.6387464","0.6422044","0.6422044","0.6473177","0.6584323","0.10143288084464555","0.10143288084464555","0.08862673926194797","0.08679135008766803","0.08333333333333333","0.08333333333333333","0.0817028027498678","0.07764423076923077","0.07507914970601538","0.07507914970601538","0.07246376811594203","0.06811263318112633","0.06811263318112633","0.06473684210526316","0.06293706293706294","0.06293706293706294","0.06018518518518518","0.059470039144835896","0.059470039144835896","0.057802639127940335","0.05400919305413687","5.173076923076923","5.173076923076923","5.051724137931035","5.033898305084746","5.0","5.0","4.983870967741935","4.969230769230769","4.955223880597015","4.955223880597015","4.927536231884058","4.904109589041096","4.904109589041096","4.855263157894737","4.846153846153846","4.846153846153846","4.814814814814815","4.817073170731708","4.817073170731708","4.7976190476190474","4.752808988764045"
"application-1075","RANDOM_GRAPH","BIG","31","NO PROBLEM","WORSEN","0.2708762","0.2708762","0.2708762","0.2806262","0.2895227","0.2895227","0.2895227","0.2928811","0.2928811","0.3076923","0.3099693","0.3099693","0.3161916","0.3161916","0.3179272","0.3194333","0.3194333","0.3207354","0.3218559","0.3218559","0.3320312","0.4378856","0.4378856","0.4378856","0.4508806","0.4629008","0.4629008","0.4629008","0.4769475","0.4769475","0.4966941","0.5081288","0.5081288","0.5163091","0.5163091","0.5263305","0.5356856","0.5356856","0.5444331","0.5526252","0.5526252","0.5705295","0.12745098039215685","0.12745098039215685","0.12745098039215685","0.1226890756302521","0.11825396825396825","0.11825396825396825","0.11825396825396825","0.11486486486486487","0.11486486486486487","0.10728744939271255","0.10448717948717949","0.10448717948717949","0.10121951219512196","0.10121951219512196","0.09872241579558652","0.09634551495016612","0.09634551495016612","0.09408033826638477","0.09191919191919191","0.09191919191919191","0.0851063829787234","4.205882352941177","4.205882352941177","4.205882352941177","4.171428571428572","4.138888888888889","4.138888888888889","4.138888888888889","4.135135135135135","4.135135135135135","4.076923076923077","4.075","4.075","4.048780487804878","4.048780487804878","4.0476190476190474","4.046511627906977","4.046511627906977","4.045454545454546","4.044444444444444","4.044444444444444","4.0"
"application-1076","RANDOM_GRAPH","BIG","26","NO PROBLEM","WORSEN","0.2083333","0.2083333","0.2083333","0.2070126","0.2070126","0.2070126","0.2055085","0.2038567","0.2092300","0.2072562","0.2072562","0.2072562","0.2096142","0.2096142","0.2096142","0.2096142","0.2096142","0.2088129","0.2088129","0.2064583","0.2072457","0.4523810","0.4523810","0.4523810","0.4813464","0.4813464","0.4813464","0.5079449","0.5324318","0.5521282","0.5732426","0.5732426","0.5732426","0.6086239","0.6086239","0.6086239","0.6086239","0.6086239","0.6544964","0.6544964","0.6684988","0.6922955","0.12873563218390804","0.12873563218390804","0.12873563218390804","0.12365591397849462","0.12365591397849462","0.12365591397849462","0.11895161290322581","0.11458333333333333","0.10962566844919786","0.10588235294117647","0.10588235294117647","0.10588235294117647","0.09834834834834835","0.09834834834834835","0.09834834834834835","0.09834834834834835","0.09834834834834835","0.0891025641025641","0.0891025641025641","0.08658536585365853","0.08139534883720931","3.7333333333333334","3.7333333333333334","3.7333333333333334","3.7096774193548385","3.7096774193548385","3.7096774193548385","3.6875","3.6666666666666665","3.6176470588235294","3.6","3.6","3.6","3.5405405405405403","3.5405405405405403","3.5405405405405403","3.5405405405405403","3.5405405405405403","3.475","3.475","3.4634146341463414","3.4186046511627906"
"application-1077","RANDOM_GRAPH","BIG","26","NO PROBLEM","WORSEN","0.2521974","0.2397059","0.2480836","0.2480836","0.2480836","0.2557319","0.2582121","0.2672656","0.2672656","0.2672656","0.2672656","0.2735714","0.2763835","0.2775398","0.2785548","0.2785548","0.2837177","0.2885132","0.2885132","0.2891566","0.2901712","0.4726166","0.5333333","0.5407666","0.5407666","0.5407666","0.5476190","0.5567568","0.5704660","0.5704660","0.5704660","0.5704660","0.5753571","0.5888031","0.5948592","0.6005245","0.6005245","0.6037736","0.6070853","0.6070853","0.6118944","0.6206897","0.12561576354679804","0.10695187165775401","0.10336134453781512","0.10336134453781512","0.10336134453781512","0.1","0.09759759759759759","0.09244264507422402","0.09244264507422402","0.09244264507422402","0.09244264507422402","0.08974358974358974","0.0859465737514518","0.08416389811738649","0.0824524312896406","0.0824524312896406","0.0803030303030303","0.0782608695652174","0.0782608695652174","0.07678075855689177","0.07397959183673469","3.5172413793103448","3.5294117647058822","3.5142857142857142","3.5142857142857142","3.5142857142857142","3.5","3.5135135135135136","3.5128205128205128","3.5128205128205128","3.5128205128205128","3.5128205128205128","3.5","3.5238095238095237","3.5348837209302326","3.5454545454545454","3.5454545454545454","3.533333333333333","3.5217391304347827","3.5217391304347827","3.5319148936170213","3.5510204081632653"
"application-1078","RANDOM_GRAPH","BIG","53","NO PROBLEM","WORSEN","0.4738213","0.4725218","0.4725218","0.4723740","0.4723740","0.4708233","0.4690694","0.4668081","0.4656810","0.4647064","0.4626915","0.4616564","0.4616564","0.4615324","0.4615324","0.4603677","0.4590441","0.4590441","0.4590441","0.4590441","0.4544266","0.5174068","0.5315871","0.5315871","0.5412265","0.5412265","0.5531575","0.5640667","0.5836398","0.5906810","0.5946253","0.6021532","0.6057475","0.6057475","0.6080606","0.6080606","0.6135473","0.6205414","0.6205414","0.6205414","0.6205414","0.6374332","0.08020050125313283","0.0771478667445938","0.0771478667445938","0.07377049180327869","0.07377049180327869","0.07117255504352278","0.06875","0.06273291925465839","0.060641627543035995","0.05974124809741248","0.058018018018018015","0.05719298245614035","0.05719298245614035","0.056220095693779906","0.056220095693779906","0.054527750730282376","0.05209274314965372","0.05209274314965372","0.05209274314965372","0.05209274314965372","0.0466916354556804","4.491228070175438","4.47457627118644","4.47457627118644","4.426229508196721","4.426229508196721","4.412698412698413","4.4","4.328571428571428","4.305555555555555","4.301369863013699","4.293333333333333","4.2894736842105265","4.2894736842105265","4.2727272727272725","4.2727272727272725","4.253164556962025","4.219512195121951","4.219512195121951","4.219512195121951","4.219512195121951","4.155555555555556"
"application-1079","RANDOM_GRAPH","BIG","32","NO PROBLEM","WORSEN","0.2609524","0.2598753","0.2619993","0.2601856","0.2601856","0.2685796","0.2886473","0.2886473","0.2886473","0.2886473","0.2949314","0.2949314","0.3026203","0.3042672","0.3042672","0.3141100","0.3152737","0.3163047","0.3163047","0.3163047","0.3225906","0.4483810","0.4719335","0.4824561","0.4948875","0.4948875","0.5147776","0.5473430","0.5473430","0.5473430","0.5473430","0.5532434","0.5532434","0.5659364","0.5726654","0.5726654","0.5818916","0.5876479","0.5930936","0.5930936","0.5930936","0.6108664","0.12605042016806722","0.11711711711711711","0.11308677098150782","0.10998650472334683","0.10998650472334683","0.10365853658536585","0.09292929292929293","0.09292929292929293","0.09292929292929293","0.09292929292929293","0.09033816425120773","0.09033816425120773","0.08599290780141844","0.08418367346938775","0.08418367346938775","0.08","0.0784313725490196","0.07692307692307693","0.07692307692307693","0.07692307692307693","0.07111528822055138","4.285714285714286","4.216216216216216","4.184210526315789","4.17948717948718","4.17948717948718","4.146341463414634","4.088888888888889","4.088888888888889","4.088888888888889","4.088888888888889","4.065217391304348","4.065217391304348","4.041666666666667","4.040816326530612","4.040816326530612","4.0","4.0","4.0","4.0","4.0","3.982456140350877"
"application-1080","RANDOM_GRAPH","BIG","35","NO PROBLEM","WORSEN","0.1985970","0.1985970","0.1985970","0.1985970","0.1985970","0.1985970","0.1985970","0.2217262","0.2217262","0.2217262","0.2364744","0.2364744","0.2418366","0.2468085","0.2514224","0.2514224","0.2514224","0.2557070","0.2596887","0.2607394","0.2759786","0.4801645","0.4801645","0.4801645","0.4801645","0.4801645","0.4801645","0.4801645","0.5144558","0.5144558","0.5144558","0.5436474","0.5436474","0.5519574","0.5596179","0.5668507","0.5668507","0.5668507","0.5736872","0.5801556","0.5876366","0.5965925","0.14304993252361672","0.14304993252361672","0.14304993252361672","0.14304993252361672","0.14304993252361672","0.14304993252361672","0.14304993252361672","0.13008130081300814","0.13008130081300814","0.13008130081300814","0.11969696969696969","0.11969696969696969","0.11642512077294687","0.11332099907493062","0.11037234042553191","0.11037234042553191","0.11037234042553191","0.10756802721088435","0.10489795918367346","0.1027450980392157","0.09724238026124818","5.435897435897436","5.435897435897436","5.435897435897436","5.435897435897436","5.435897435897436","5.435897435897436","5.435897435897436","5.333333333333333","5.333333333333333","5.333333333333333","5.266666666666667","5.266666666666667","5.239130434782608","5.212765957446808","5.1875","5.1875","5.1875","5.163265306122449","5.14","5.137254901960785","5.056603773584905"
"application-1081","RANDOM_GRAPH","BIG","35","NO PROBLEM","WORSEN","0.2318493","0.2348713","0.2348713","0.2364255","0.2364255","0.2364255","0.2504566","0.2504566","0.2504566","0.2504566","0.2563762","0.2644409","0.2644409","0.2644409","0.2691180","0.2724694","0.2724694","0.2724694","0.2755994","0.2812573","0.2898671","0.5158676","0.5718722","0.5718722","0.5802553","0.5802553","0.5802553","0.5919161","0.5919161","0.5919161","0.5919161","0.6047472","0.6088790","0.6088790","0.6088790","0.6199041","0.6246293","0.6246293","0.6246293","0.6288711","0.6369927","0.6433555","0.14038461538461539","0.11835748792270531","0.11835748792270531","0.11563367252543941","0.11563367252543941","0.11563367252543941","0.1092687074829932","0.1092687074829932","0.1092687074829932","0.1092687074829932","0.10431372549019607","0.10143288084464555","0.10143288084464555","0.10143288084464555","0.09713487071977638","0.09494949494949495","0.09494949494949495","0.09494949494949495","0.09285714285714286","0.08892921960072596","0.08502824858757062","5.475","5.326086956521739","5.326086956521739","5.319148936170213","5.319148936170213","5.319148936170213","5.244897959183674","5.244897959183674","5.244897959183674","5.244897959183674","5.215686274509804","5.173076923076923","5.173076923076923","5.173076923076923","5.148148148148148","5.127272727272727","5.127272727272727","5.127272727272727","5.107142857142857","5.068965517241379","5.016666666666667"
"application-1082","RANDOM_GRAPH","BIG","55","NO PROBLEM","WORSEN","0.2093671","0.2170226","0.2426265","0.2426265","0.2628625","0.2650466","0.2745067","0.2762379","0.2794147","0.2839585","0.2852491","0.2852491","0.2852491","0.2935498","0.2960954","0.2994185","0.2994185","0.3002433","0.3052920","0.3151817","0.3242059","0.4342913","0.4619113","0.5165904","0.5165904","0.5400343","0.5464456","0.5627706","0.5683588","0.5789683","0.5881947","0.5929199","0.5929199","0.5929199","0.6042563","0.6077748","0.6151427","0.6151427","0.6189781","0.6286393","0.6358180","0.6424660","0.12098188194038574","0.11263881544156532","0.09718670076726342","0.09718670076726342","0.08961187214611872","0.08811551277304702","0.08356117566643882","0.08225108225108226","0.07974683544303797","0.07723577235772358","0.07610931531002058","0.07610931531002058","0.07610931531002058","0.07250341997264022","0.07137129109863673","0.06933094994892748","0.06933094994892748","0.06841448189762797","0.06556802244039271","0.06260964912280702","0.05988455988455989","7.016949152542373","6.870967741935484","6.608695652173913","6.608695652173913","6.4520547945205475","6.4324324324324325","6.35064935064935","6.333333333333333","6.3","6.2560975609756095","6.240963855421687","6.240963855421687","6.240963855421687","6.162790697674419","6.137931034482759","6.101123595505618","6.101123595505618","6.088888888888889","6.032258064516129","5.947916666666667","5.8686868686868685"
"application-1083","RANDOM_GRAPH","BIG","46","NO PROBLEM","WORSEN","0.2340351","0.2340351","0.2340351","0.2691205","0.2691205","0.2691205","0.2755831","0.2755831","0.2878836","0.2938447","0.2995176","0.3049187","0.3100631","0.3100631","0.3149650","0.3149650","0.3196378","0.3240938","0.3324011","0.3362733","0.3435027","0.3600702","0.3600702","0.3600702","0.4334365","0.4334365","0.4334365","0.4420824","0.4420824","0.4582540","0.4658212","0.4730680","0.4800118","0.4866686","0.4866686","0.4930536","0.4930536","0.4991810","0.5050640","0.5161454","0.5213665","0.5312203","0.11632653061224489","0.11632653061224489","0.11632653061224489","0.09586466165413533","0.09586466165413533","0.09586466165413533","0.09346642468239565","0.09346642468239565","0.08898305084745763","0.08688524590163935","0.08487572712850344","0.08294930875576037","0.08110119047619048","0.08110119047619048","0.07932692307692307","0.07932692307692307","0.07762237762237763","0.07598371777476255","0.07289002557544758","0.07142857142857142","0.06866197183098592","5.7","5.7","5.7","5.368421052631579","5.368421052631579","5.368421052631579","5.327586206896552","5.327586206896552","5.25","5.213114754098361","5.17741935483871","5.142857142857143","5.109375","5.109375","5.076923076923077","5.076923076923077","5.045454545454546","5.014925373134329","4.956521739130435","4.928571428571429","4.875"
"application-1084","RANDOM_GRAPH","BIG","28","NO PROBLEM","WORSEN","0.4113505","0.4113505","0.4113505","0.4113505","0.4066536","0.4066536","0.4025926","0.4034623","0.4011063","0.3991081","0.3991081","0.3991081","0.3971212","0.3954395","0.3975637","0.3962686","0.3962686","0.3962686","0.3968599","0.3968599","0.3972374","0.5368683","0.5368683","0.5368683","0.5368683","0.5452055","0.5452055","0.5540741","0.5596184","0.5673818","0.5736582","0.5736582","0.5736582","0.5798485","0.5856545","0.5897010","0.5970306","0.5970306","0.5970306","0.6053140","0.6053140","0.6131224","0.1265597147950089","0.1265597147950089","0.1265597147950089","0.1265597147950089","0.1226890756302521","0.1226890756302521","0.11904761904761904","0.11486486486486487","0.1116642958748222","0.10863697705802969","0.10863697705802969","0.10863697705802969","0.10576923076923077","0.10304878048780487","0.09988385598141696","0.09800664451827243","0.09800664451827243","0.09800664451827243","0.09292929292929293","0.09292929292929293","0.08834412580943571","4.176470588235294","4.176470588235294","4.176470588235294","4.176470588235294","4.171428571428572","4.171428571428572","4.166666666666667","4.135135135135135","4.131578947368421","4.128205128205129","4.128205128205129","4.128205128205129","4.125","4.121951219512195","4.095238095238095","4.116279069767442","4.116279069767442","4.116279069767442","4.088888888888889","4.088888888888889","4.0638297872340425"
"application-1085","RANDOM_GRAPH","BIG","33","NO PROBLEM","WORSEN","0.5520521","0.5520521","0.5520521","0.5459934","0.5459934","0.5407108","0.5407108","0.5321138","0.5305846","0.5289775","0.5276603","0.5276603","0.5265993","0.5242060","0.5242060","0.5229019","0.5229019","0.5229019","0.5186928","0.5172197","0.5142092","0.4404404","0.4404404","0.4404404","0.4506875","0.4506875","0.4601889","0.4601889","0.4772358","0.4849013","0.4920635","0.4987667","0.4987667","0.5050505","0.5168054","0.5168054","0.5223109","0.5223109","0.5223109","0.5369935","0.5413524","0.5493827","0.08108108108108109","0.08108108108108109","0.08108108108108109","0.07894736842105263","0.07894736842105263","0.07692307692307693","0.07692307692307693","0.07317073170731707","0.07142857142857142","0.06976744186046512","0.06818181818181818","0.06818181818181818","0.06666666666666667","0.06382978723404255","0.06382978723404255","0.0625","0.0625","0.0625","0.058823529411764705","0.057692307692307696","0.05555555555555555","2.918918918918919","2.918918918918919","2.918918918918919","2.9210526315789473","2.9210526315789473","2.923076923076923","2.923076923076923","2.926829268292683","2.9285714285714284","2.9302325581395348","2.9318181818181817","2.9318181818181817","2.933333333333333","2.9361702127659575","2.9361702127659575","2.9375","2.9375","2.9375","2.9411764705882355","2.9423076923076925","2.9444444444444446"
"application-1086","RANDOM_GRAPH","BIG","38","NO PROBLEM","WORSEN","0.2098583","0.2254694","0.2254694","0.2343821","0.2386964","0.2386964","0.2469206","0.2682513","0.2747616","0.2747616","0.2809396","0.2833333","0.2890186","0.2963317","0.2997745","0.2997745","0.3027719","0.3072512","0.3072512","0.3072512","0.3221319","0.4207989","0.4788571","0.4788571","0.4985560","0.5076336","0.5076336","0.5146315","0.5422876","0.5476889","0.5476889","0.5528397","0.5591119","0.5637772","0.5737644","0.5841143","0.5841143","0.5936034","0.5969293","0.5969293","0.5969293","0.6175157","0.12209302325581395","0.10629251700680271","0.10629251700680271","0.1011764705882353","0.09879336349924585","0.09879336349924585","0.09615384615384616","0.08740601503759399","0.0852994555353902","0.0852994555353902","0.08328462887200468","0.08163841807909604","0.07978142076502732","0.0765488991295443","0.07379807692307692","0.07379807692307692","0.07123473541383989","0.0697980684811238","0.0697980684811238","0.0697980684811238","0.06275453535727508","5.25","5.1020408163265305","5.1020408163265305","5.0588235294117645","5.038461538461538","5.038461538461538","5.0","4.894736842105263","4.862068965517241","4.862068965517241","4.830508474576271","4.816666666666666","4.786885245901639","4.746031746031746","4.723076923076923","4.723076923076923","4.701492537313433","4.676470588235294","4.676470588235294","4.676470588235294","4.581081081081081"
"application-1087","RANDOM_GRAPH","BIG","28","NO PROBLEM","WORSEN","0.2507331","0.2507331","0.2507331","0.2559055","0.2559055","0.2559055","0.2559055","0.2657546","0.2738213","0.2738213","0.2738213","0.2760358","0.2760358","0.2760358","0.2834758","0.2834758","0.2834758","0.2834758","0.2987931","0.2987931","0.3049158","0.4975562","0.4975562","0.4975562","0.5074108","0.5074108","0.5074108","0.5074108","0.5277778","0.5354113","0.5354113","0.5354113","0.5451661","0.5451661","0.5451661","0.5516382","0.5516382","0.5516382","0.5516382","0.5778628","0.5778628","0.5885522","0.11742424242424243","0.11742424242424243","0.11742424242424243","0.11319073083778966","0.11319073083778966","0.11319073083778966","0.11319073083778966","0.10634920634920635","0.10285285285285285","0.10285285285285285","0.10285285285285285","0.10028449502133713","0.10028449502133713","0.10028449502133713","0.09716599190283401","0.09716599190283401","0.09716599190283401","0.09716599190283401","0.08748615725359911","0.08748615725359911","0.08333333333333333","3.757575757575758","3.757575757575758","3.757575757575758","3.735294117647059","3.735294117647059","3.735294117647059","3.735294117647059","3.7222222222222223","3.7027027027027026","3.7027027027027026","3.7027027027027026","3.710526315789474","3.710526315789474","3.710526315789474","3.6923076923076925","3.6923076923076925","3.6923076923076925","3.6923076923076925","3.6744186046511627","3.6744186046511627","3.6666666666666665"
"application-1088","RANDOM_GRAPH","BIG","59","NO PROBLEM","WORSEN","0.1962594","0.2127260","0.2170402","0.2198660","0.2198660","0.2198660","0.2419429","0.2419429","0.2468592","0.2468592","0.2515797","0.2561589","0.2561589","0.2625460","0.2667694","0.2708279","0.2766702","0.2766702","0.2823196","0.2877838","0.2977651","0.4154449","0.4491925","0.4571159","0.4656855","0.4656855","0.4656855","0.4928719","0.4928719","0.4993576","0.4993576","0.5055842","0.5116093","0.5116093","0.5166981","0.5223592","0.5278857","0.5324920","0.5324920","0.5369575","0.5412876","0.5555620","0.12259615384615384","0.1118925831202046","0.10952380952380952","0.10744466800804829","0.10744466800804829","0.10744466800804829","0.09891891891891892","0.09891891891891892","0.09701754385964913","0.09701754385964913","0.09518113465481887","0.09340659340659341","0.09340659340659341","0.09152872444011685","0.08987341772151898","0.0882716049382716","0.08657031014754592","0.08657031014754592","0.08492506611813105","0.08333333333333333","0.07925688318631383","7.846153846153846","7.608695652173913","7.557142857142857","7.52112676056338","7.52112676056338","7.52112676056338","7.32","7.32","7.276315789473684","7.276315789473684","7.233766233766234","7.1923076923076925","7.1923076923076925","7.139240506329114","7.1","7.061728395061729","7.012195121951219","7.012195121951219","6.963855421686747","6.916666666666667","6.816091954022989"
