"release","SIY","SCF","ADCS"
"0","","0.07007575757575757","2.242424242424242"
"1","","0.07007575757575757","2.242424242424242"
"2","","0.07007575757575757","2.242424242424242"
"3","","0.07007575757575757","2.242424242424242"
"4","","0.07007575757575757","2.242424242424242"
"5","","0.0677361853832442","2.235294117647059"
"6","","0.06428571428571428","2.25"
"7","","0.06428571428571428","2.25"
"8","","0.06306306306306306","2.27027027027027"
"9","","0.06306306306306306","2.27027027027027"
"10","","0.06306306306306306","2.27027027027027"
"11","","0.06116642958748222","2.263157894736842"
"12","","0.06116642958748222","2.263157894736842"
"13","","0.06116642958748222","2.263157894736842"
"14","","0.05731707317073171","2.292682926829268"
"15","","0.05731707317073171","2.292682926829268"
"16","","0.05731707317073171","2.292682926829268"
"17","","0.05537098560354374","2.3255813953488373"
"18","","0.05537098560354374","2.3255813953488373"
"19","","0.05537098560354374","2.3255813953488373"
"20","","0.051207729468599035","2.3043478260869565"
