"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","RD17-ADS","RD17-AIS","RD17-ACS","RD17-RCS","RD17-RIS","RD18-ADS","RD18-AIS","RD18-ACS","RD18-RCS","RD18-RIS","RD19-ADS","RD19-AIS","RD19-ACS","RD19-RCS","RD19-RIS","RD20-ADS","RD20-AIS","RD20-ACS","RD20-RCS","RD20-RIS","RD21-ADS","RD21-AIS","RD21-ACS","RD21-RCS","RD21-RIS","RD22-ADS","RD22-AIS","RD22-ACS","RD22-RCS","RD22-RIS","RD23-ADS","RD23-AIS","RD23-ACS","RD23-RCS","RD23-RIS","RD24-ADS","RD24-AIS","RD24-ACS","RD24-RCS","RD24-RIS","RD25-ADS","RD25-AIS","RD25-ACS","RD25-RCS","RD25-RIS","RD26-ADS","RD26-AIS","RD26-ACS","RD26-RCS","RD26-RIS","RD27-ADS","RD27-AIS","RD27-ACS","RD27-RCS","RD27-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS","MSV12-ADS","MSV12-AIS","MSV12-ACS","MSV12-RCS","MSV12-RIS","MSV13-ADS","MSV13-AIS","MSV13-ACS","MSV13-RCS","MSV13-RIS","MSV14-ADS","MSV14-AIS","MSV14-ACS","MSV14-RCS","MSV14-RIS","MSV15-ADS","MSV15-AIS","MSV15-ACS","MSV15-RCS","MSV15-RIS","MSV16-ADS","MSV16-AIS","MSV16-ACS","MSV16-RCS","MSV16-RIS","MSV17-ADS","MSV17-AIS","MSV17-ACS","MSV17-RCS","MSV17-RIS","MSV18-ADS","MSV18-AIS","MSV18-ACS","MSV18-RCS","MSV18-RIS"
"1","5.0","3.0","15.0","0.16129032258064516","0.0967741935483871","6.0","2.0","12.0","0.1935483870967742","0.06451612903225806","5.0","1.0","5.0","0.16129032258064516","0.03225806451612903","7.0","3.0","21.0","0.22580645161290322","0.0967741935483871","5.0","4.0","20.0","0.16129032258064516","0.12903225806451613","5.0","4.0","20.0","0.16129032258064516","0.12903225806451613","3.0","4.0","12.0","0.0967741935483871","0.12903225806451613","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","4.0","4.0","16.0","0.12903225806451613","0.12903225806451613","5.0","2.0","10.0","0.16129032258064516","0.06451612903225806","9.0","1.0","9.0","0.2903225806451613","0.03225806451612903","6.0","1.0","6.0","0.1935483870967742","0.03225806451612903","7.0","1.0","7.0","0.22580645161290322","0.03225806451612903","3.0","6.0","18.0","0.0967741935483871","0.1935483870967742","4.0","4.0","16.0","0.12903225806451613","0.12903225806451613","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","5.0","2.0","10.0","0.16129032258064516","0.06451612903225806","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","6.0","2.0","12.0","0.1935483870967742","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","5.0","2.0","10.0","0.16129032258064516","0.06451612903225806","6.0","2.0","12.0","0.1935483870967742","0.06451612903225806","7.0","5.0","35.0","0.22580645161290322","0.16129032258064516","4.0","3.0","12.0","0.12903225806451613","0.0967741935483871","5.0","3.0","15.0","0.16129032258064516","0.0967741935483871","3.0","0.0","0.0","0.0967741935483871","0.0","1.0","28.0","28.0","0.03225806451612903","0.9032258064516129","1.0","12.0","12.0","0.03225806451612903","0.3870967741935484","1.0","29.0","29.0","0.03225806451612903","0.9354838709677419","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2","5.0","3.0","15.0","0.16129032258064516","0.0967741935483871","6.0","2.0","12.0","0.1935483870967742","0.06451612903225806","5.0","1.0","5.0","0.16129032258064516","0.03225806451612903","7.0","3.0","21.0","0.22580645161290322","0.0967741935483871","5.0","4.0","20.0","0.16129032258064516","0.12903225806451613","5.0","4.0","20.0","0.16129032258064516","0.12903225806451613","3.0","4.0","12.0","0.0967741935483871","0.12903225806451613","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","4.0","4.0","16.0","0.12903225806451613","0.12903225806451613","5.0","2.0","10.0","0.16129032258064516","0.06451612903225806","9.0","1.0","9.0","0.2903225806451613","0.03225806451612903","6.0","1.0","6.0","0.1935483870967742","0.03225806451612903","7.0","1.0","7.0","0.22580645161290322","0.03225806451612903","3.0","6.0","18.0","0.0967741935483871","0.1935483870967742","4.0","4.0","16.0","0.12903225806451613","0.12903225806451613","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","5.0","2.0","10.0","0.16129032258064516","0.06451612903225806","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","6.0","2.0","12.0","0.1935483870967742","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","5.0","2.0","10.0","0.16129032258064516","0.06451612903225806","6.0","2.0","12.0","0.1935483870967742","0.06451612903225806","7.0","5.0","35.0","0.22580645161290322","0.16129032258064516","4.0","3.0","12.0","0.12903225806451613","0.0967741935483871","5.0","3.0","15.0","0.16129032258064516","0.0967741935483871","3.0","0.0","0.0","0.0967741935483871","0.0","1.0","28.0","28.0","0.03225806451612903","0.9032258064516129","1.0","12.0","12.0","0.03225806451612903","0.3870967741935484","1.0","29.0","29.0","0.03225806451612903","0.9354838709677419","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"3","5.0","3.0","15.0","0.16129032258064516","0.0967741935483871","6.0","2.0","12.0","0.1935483870967742","0.06451612903225806","5.0","1.0","5.0","0.16129032258064516","0.03225806451612903","7.0","3.0","21.0","0.22580645161290322","0.0967741935483871","5.0","4.0","20.0","0.16129032258064516","0.12903225806451613","5.0","4.0","20.0","0.16129032258064516","0.12903225806451613","3.0","4.0","12.0","0.0967741935483871","0.12903225806451613","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","4.0","4.0","16.0","0.12903225806451613","0.12903225806451613","5.0","2.0","10.0","0.16129032258064516","0.06451612903225806","9.0","1.0","9.0","0.2903225806451613","0.03225806451612903","6.0","1.0","6.0","0.1935483870967742","0.03225806451612903","7.0","1.0","7.0","0.22580645161290322","0.03225806451612903","3.0","6.0","18.0","0.0967741935483871","0.1935483870967742","4.0","4.0","16.0","0.12903225806451613","0.12903225806451613","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","5.0","2.0","10.0","0.16129032258064516","0.06451612903225806","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","6.0","2.0","12.0","0.1935483870967742","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","5.0","2.0","10.0","0.16129032258064516","0.06451612903225806","6.0","2.0","12.0","0.1935483870967742","0.06451612903225806","7.0","5.0","35.0","0.22580645161290322","0.16129032258064516","4.0","3.0","12.0","0.12903225806451613","0.0967741935483871","5.0","3.0","15.0","0.16129032258064516","0.0967741935483871","3.0","0.0","0.0","0.0967741935483871","0.0","1.0","28.0","28.0","0.03225806451612903","0.9032258064516129","1.0","12.0","12.0","0.03225806451612903","0.3870967741935484","1.0","29.0","29.0","0.03225806451612903","0.9354838709677419","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4","5.0","3.0","15.0","0.16129032258064516","0.0967741935483871","6.0","2.0","12.0","0.1935483870967742","0.06451612903225806","5.0","1.0","5.0","0.16129032258064516","0.03225806451612903","7.0","3.0","21.0","0.22580645161290322","0.0967741935483871","5.0","4.0","20.0","0.16129032258064516","0.12903225806451613","5.0","4.0","20.0","0.16129032258064516","0.12903225806451613","3.0","4.0","12.0","0.0967741935483871","0.12903225806451613","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","4.0","4.0","16.0","0.12903225806451613","0.12903225806451613","5.0","2.0","10.0","0.16129032258064516","0.06451612903225806","9.0","1.0","9.0","0.2903225806451613","0.03225806451612903","6.0","1.0","6.0","0.1935483870967742","0.03225806451612903","7.0","1.0","7.0","0.22580645161290322","0.03225806451612903","3.0","6.0","18.0","0.0967741935483871","0.1935483870967742","4.0","4.0","16.0","0.12903225806451613","0.12903225806451613","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","5.0","2.0","10.0","0.16129032258064516","0.06451612903225806","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","6.0","2.0","12.0","0.1935483870967742","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","5.0","2.0","10.0","0.16129032258064516","0.06451612903225806","6.0","2.0","12.0","0.1935483870967742","0.06451612903225806","7.0","5.0","35.0","0.22580645161290322","0.16129032258064516","4.0","3.0","12.0","0.12903225806451613","0.0967741935483871","5.0","3.0","15.0","0.16129032258064516","0.0967741935483871","3.0","0.0","0.0","0.0967741935483871","0.0","1.0","28.0","28.0","0.03225806451612903","0.9032258064516129","1.0","12.0","12.0","0.03225806451612903","0.3870967741935484","1.0","29.0","29.0","0.03225806451612903","0.9354838709677419","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"5","5.0","3.0","15.0","0.15151515151515152","0.09090909090909091","6.0","2.0","12.0","0.18181818181818182","0.06060606060606061","5.0","1.0","5.0","0.15151515151515152","0.030303030303030304","7.0","3.0","21.0","0.21212121212121213","0.09090909090909091","5.0","4.0","20.0","0.15151515151515152","0.12121212121212122","5.0","4.0","20.0","0.15151515151515152","0.12121212121212122","3.0","4.0","12.0","0.09090909090909091","0.12121212121212122","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","4.0","4.0","16.0","0.12121212121212122","0.12121212121212122","5.0","2.0","10.0","0.15151515151515152","0.06060606060606061","11.0","1.0","11.0","0.3333333333333333","0.030303030303030304","6.0","1.0","6.0","0.18181818181818182","0.030303030303030304","7.0","1.0","7.0","0.21212121212121213","0.030303030303030304","3.0","6.0","18.0","0.09090909090909091","0.18181818181818182","4.0","4.0","16.0","0.12121212121212122","0.12121212121212122","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","5.0","2.0","10.0","0.15151515151515152","0.06060606060606061","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","6.0","2.0","12.0","0.18181818181818182","0.06060606060606061","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","5.0","2.0","10.0","0.15151515151515152","0.06060606060606061","6.0","2.0","12.0","0.18181818181818182","0.06060606060606061","7.0","5.0","35.0","0.21212121212121213","0.15151515151515152","4.0","3.0","12.0","0.12121212121212122","0.09090909090909091","5.0","3.0","15.0","0.15151515151515152","0.09090909090909091","3.0","0.0","0.0","0.09090909090909091","0.0","1.0","30.0","30.0","0.030303030303030304","0.9090909090909091","1.0","12.0","12.0","0.030303030303030304","0.36363636363636365","1.0","30.0","30.0","0.030303030303030304","0.9090909090909091","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"6","5.0","3.0","15.0","0.15151515151515152","0.09090909090909091","6.0","2.0","12.0","0.18181818181818182","0.06060606060606061","5.0","1.0","5.0","0.15151515151515152","0.030303030303030304","7.0","3.0","21.0","0.21212121212121213","0.09090909090909091","5.0","4.0","20.0","0.15151515151515152","0.12121212121212122","5.0","4.0","20.0","0.15151515151515152","0.12121212121212122","3.0","4.0","12.0","0.09090909090909091","0.12121212121212122","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","4.0","4.0","16.0","0.12121212121212122","0.12121212121212122","5.0","2.0","10.0","0.15151515151515152","0.06060606060606061","11.0","1.0","11.0","0.3333333333333333","0.030303030303030304","6.0","1.0","6.0","0.18181818181818182","0.030303030303030304","7.0","1.0","7.0","0.21212121212121213","0.030303030303030304","3.0","6.0","18.0","0.09090909090909091","0.18181818181818182","4.0","4.0","16.0","0.12121212121212122","0.12121212121212122","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","5.0","2.0","10.0","0.15151515151515152","0.06060606060606061","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","6.0","2.0","12.0","0.18181818181818182","0.06060606060606061","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","5.0","2.0","10.0","0.15151515151515152","0.06060606060606061","6.0","2.0","12.0","0.18181818181818182","0.06060606060606061","7.0","5.0","35.0","0.21212121212121213","0.15151515151515152","4.0","3.0","12.0","0.12121212121212122","0.09090909090909091","5.0","3.0","15.0","0.15151515151515152","0.09090909090909091","3.0","0.0","0.0","0.09090909090909091","0.0","1.0","30.0","30.0","0.030303030303030304","0.9090909090909091","1.0","12.0","12.0","0.030303030303030304","0.36363636363636365","1.0","30.0","30.0","0.030303030303030304","0.9090909090909091","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"7","5.0","3.0","15.0","0.14285714285714285","0.08571428571428572","6.0","2.0","12.0","0.17142857142857143","0.05714285714285714","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","7.0","3.0","21.0","0.2","0.08571428571428572","5.0","4.0","20.0","0.14285714285714285","0.11428571428571428","5.0","4.0","20.0","0.14285714285714285","0.11428571428571428","3.0","4.0","12.0","0.08571428571428572","0.11428571428571428","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","4.0","4.0","16.0","0.11428571428571428","0.11428571428571428","5.0","2.0","10.0","0.14285714285714285","0.05714285714285714","13.0","1.0","13.0","0.37142857142857144","0.02857142857142857","6.0","1.0","6.0","0.17142857142857143","0.02857142857142857","7.0","1.0","7.0","0.2","0.02857142857142857","3.0","6.0","18.0","0.08571428571428572","0.17142857142857143","4.0","4.0","16.0","0.11428571428571428","0.11428571428571428","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","5.0","2.0","10.0","0.14285714285714285","0.05714285714285714","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","6.0","2.0","12.0","0.17142857142857143","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","5.0","2.0","10.0","0.14285714285714285","0.05714285714285714","6.0","2.0","12.0","0.17142857142857143","0.05714285714285714","7.0","5.0","35.0","0.2","0.14285714285714285","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","5.0","3.0","15.0","0.14285714285714285","0.08571428571428572","3.0","0.0","0.0","0.08571428571428572","0.0","1.0","32.0","32.0","0.02857142857142857","0.9142857142857143","1.0","13.0","13.0","0.02857142857142857","0.37142857142857144","1.0","30.0","30.0","0.02857142857142857","0.8571428571428571","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"8","5.0","3.0","15.0","0.14285714285714285","0.08571428571428572","6.0","2.0","12.0","0.17142857142857143","0.05714285714285714","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","7.0","3.0","21.0","0.2","0.08571428571428572","5.0","4.0","20.0","0.14285714285714285","0.11428571428571428","5.0","4.0","20.0","0.14285714285714285","0.11428571428571428","3.0","4.0","12.0","0.08571428571428572","0.11428571428571428","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","4.0","4.0","16.0","0.11428571428571428","0.11428571428571428","5.0","2.0","10.0","0.14285714285714285","0.05714285714285714","13.0","1.0","13.0","0.37142857142857144","0.02857142857142857","6.0","1.0","6.0","0.17142857142857143","0.02857142857142857","7.0","1.0","7.0","0.2","0.02857142857142857","3.0","6.0","18.0","0.08571428571428572","0.17142857142857143","4.0","4.0","16.0","0.11428571428571428","0.11428571428571428","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","5.0","2.0","10.0","0.14285714285714285","0.05714285714285714","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","6.0","2.0","12.0","0.17142857142857143","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","5.0","2.0","10.0","0.14285714285714285","0.05714285714285714","6.0","2.0","12.0","0.17142857142857143","0.05714285714285714","7.0","5.0","35.0","0.2","0.14285714285714285","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","5.0","3.0","15.0","0.14285714285714285","0.08571428571428572","3.0","0.0","0.0","0.08571428571428572","0.0","1.0","32.0","32.0","0.02857142857142857","0.9142857142857143","1.0","13.0","13.0","0.02857142857142857","0.37142857142857144","1.0","30.0","30.0","0.02857142857142857","0.8571428571428571","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"9","5.0","3.0","15.0","0.13513513513513514","0.08108108108108109","6.0","2.0","12.0","0.16216216216216217","0.05405405405405406","5.0","1.0","5.0","0.13513513513513514","0.02702702702702703","7.0","3.0","21.0","0.1891891891891892","0.08108108108108109","5.0","4.0","20.0","0.13513513513513514","0.10810810810810811","5.0","4.0","20.0","0.13513513513513514","0.10810810810810811","3.0","4.0","12.0","0.08108108108108109","0.10810810810810811","3.0","3.0","9.0","0.08108108108108109","0.08108108108108109","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","4.0","4.0","16.0","0.10810810810810811","0.10810810810810811","5.0","2.0","10.0","0.13513513513513514","0.05405405405405406","15.0","1.0","15.0","0.40540540540540543","0.02702702702702703","6.0","1.0","6.0","0.16216216216216217","0.02702702702702703","7.0","1.0","7.0","0.1891891891891892","0.02702702702702703","3.0","6.0","18.0","0.08108108108108109","0.16216216216216217","4.0","4.0","16.0","0.10810810810810811","0.10810810810810811","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","5.0","2.0","10.0","0.13513513513513514","0.05405405405405406","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","6.0","2.0","12.0","0.16216216216216217","0.05405405405405406","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","5.0","2.0","10.0","0.13513513513513514","0.05405405405405406","6.0","2.0","12.0","0.16216216216216217","0.05405405405405406","7.0","5.0","35.0","0.1891891891891892","0.13513513513513514","4.0","3.0","12.0","0.10810810810810811","0.08108108108108109","5.0","3.0","15.0","0.13513513513513514","0.08108108108108109","3.0","0.0","0.0","0.08108108108108109","0.0","1.0","34.0","34.0","0.02702702702702703","0.918918918918919","1.0","14.0","14.0","0.02702702702702703","0.3783783783783784","1.0","30.0","30.0","0.02702702702702703","0.8108108108108109","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
