"release","SIY","SCF","ADCS"
"0","","0.08094357076780759","3.723404255319149"
"1","","0.0763265306122449","3.74"
"2","","0.07058001397624039","3.740740740740741"
"3","","0.06902356902356903","3.727272727272727"
"4","","0.06641604010025062","3.719298245614035"
"5","","0.06503327283726558","3.706896551724138"
"6","","0.06503327283726558","3.706896551724138"
"7","","0.06503327283726558","3.706896551724138"
"8","","0.06174863387978142","3.7049180327868854"
"9","","0.059907834101382486","3.7142857142857144"
"10","","0.057692307692307696","3.6923076923076925"
"11","","0.05687645687645688","3.696969696969697"
"12","","0.05687645687645688","3.696969696969697"
"13","","0.05687645687645688","3.696969696969697"
"14","","0.05553116769095698","3.7205882352941178"
"15","","0.05456095481670929","3.710144927536232"
"16","","0.05291750503018108","3.704225352112676"
"17","","0.05136986301369863","3.6986301369863015"
"18","","0.05136986301369863","3.6986301369863015"
"19","","0.05136986301369863","3.6986301369863015"
"20","","0.04651898734177215","3.675"
