"release","SIY","SCF","ADCS"
"0","","0.2857142857142857","1.7142857142857142"
"1","","0.2857142857142857","1.7142857142857142"
"2","","0.2857142857142857","1.7142857142857142"
"3","","0.2857142857142857","1.7142857142857142"
"4","","0.2857142857142857","1.7142857142857142"
"5","","0.2857142857142857","1.7142857142857142"
"6","","0.25","1.75"
"7","","0.25","1.75"
"8","","0.25","1.75"
"9","","0.25","1.75"
"10","","0.25","1.75"
"11","","0.25","1.75"
"12","","0.25","1.75"
"13","","0.25","1.75"
"14","","0.25","1.75"
"15","","0.25","1.75"
"16","","0.25","1.75"
"17","","0.25","1.75"
"18","","0.2","1.8"
"19","","0.2","1.8"
"20","","0.18181818181818182","1.8181818181818181"
