"release","SIY","SCF","ADCS"
"0","","0.15714285714285714","2.2"
"1","","0.15714285714285714","2.2"
"2","","0.15714285714285714","2.2"
"3","","0.15714285714285714","2.2"
"4","","0.15714285714285714","2.2"
"5","","0.15714285714285714","2.2"
"6","","0.15714285714285714","2.2"
"7","","0.14166666666666666","2.125"
"8","","0.14166666666666666","2.125"
"9","","0.14166666666666666","2.125"
"10","","0.14166666666666666","2.125"
"11","","0.14166666666666666","2.125"
"12","","0.14166666666666666","2.125"
"13","","0.14166666666666666","2.125"
"14","","0.14166666666666666","2.125"
"15","","0.14166666666666666","2.125"
"16","","0.14166666666666666","2.125"
"17","","0.14166666666666666","2.125"
"18","","0.14166666666666666","2.125"
"19","","0.14166666666666666","2.125"
"20","","0.14166666666666666","2.125"
