"release","SIY","SCF","ADCS"
"0","","0.07805429864253394","3.980769230769231"
"1","","0.07407407407407407","4.0"
"2","","0.07407407407407407","4.0"
"3","","0.06779661016949153","3.9322033898305087"
"4","","0.06779661016949153","3.9322033898305087"
"5","","0.06638418079096045","3.9166666666666665"
"6","","0.06475409836065574","3.8852459016393444"
"7","","0.06272401433691756","3.888888888888889"
"8","","0.06272401433691756","3.888888888888889"
"9","","0.06272401433691756","3.888888888888889"
"10","","0.05990675990675991","3.893939393939394"
"11","","0.05879692446856626","3.8805970149253732"
"12","","0.05879692446856626","3.8805970149253732"
"13","","0.056692242114237","3.8550724637681157"
"14","","0.05548654244306418","3.8285714285714287"
"15","","0.05548654244306418","3.8285714285714287"
"16","","0.05472837022132797","3.8309859154929575"
"17","","0.05472837022132797","3.8309859154929575"
"18","","0.0532724505327245","3.835616438356164"
"19","","0.05171171171171171","3.8266666666666667"
"20","","0.050239234449760764","3.8181818181818183"
