"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","RD17-ADS","RD17-AIS","RD17-ACS","RD17-RCS","RD17-RIS","RD18-ADS","RD18-AIS","RD18-ACS","RD18-RCS","RD18-RIS","RD19-ADS","RD19-AIS","RD19-ACS","RD19-RCS","RD19-RIS","RD20-ADS","RD20-AIS","RD20-ACS","RD20-RCS","RD20-RIS","RD21-ADS","RD21-AIS","RD21-ACS","RD21-RCS","RD21-RIS","RD22-ADS","RD22-AIS","RD22-ACS","RD22-RCS","RD22-RIS","RD23-ADS","RD23-AIS","RD23-ACS","RD23-RCS","RD23-RIS","RD24-ADS","RD24-AIS","RD24-ACS","RD24-RCS","RD24-RIS","RD25-ADS","RD25-AIS","RD25-ACS","RD25-RCS","RD25-RIS","RD26-ADS","RD26-AIS","RD26-ACS","RD26-RCS","RD26-RIS","RD27-ADS","RD27-AIS","RD27-ACS","RD27-RCS","RD27-RIS","RD28-ADS","RD28-AIS","RD28-ACS","RD28-RCS","RD28-RIS","RD29-ADS","RD29-AIS","RD29-ACS","RD29-RCS","RD29-RIS","RD30-ADS","RD30-AIS","RD30-ACS","RD30-RCS","RD30-RIS","RD31-ADS","RD31-AIS","RD31-ACS","RD31-RCS","RD31-RIS","RD32-ADS","RD32-AIS","RD32-ACS","RD32-RCS","RD32-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS","MSV12-ADS","MSV12-AIS","MSV12-ACS","MSV12-RCS","MSV12-RIS","MSV13-ADS","MSV13-AIS","MSV13-ACS","MSV13-RCS","MSV13-RIS","MSV14-ADS","MSV14-AIS","MSV14-ACS","MSV14-RCS","MSV14-RIS","MSV15-ADS","MSV15-AIS","MSV15-ACS","MSV15-RCS","MSV15-RIS"
"1","9.0","1.0","9.0","0.24324324324324326","0.02702702702702703","9.0","4.0","36.0","0.24324324324324326","0.10810810810810811","7.0","6.0","42.0","0.1891891891891892","0.16216216216216217","5.0","3.0","15.0","0.13513513513513514","0.08108108108108109","5.0","4.0","20.0","0.13513513513513514","0.10810810810810811","6.0","2.0","12.0","0.16216216216216217","0.05405405405405406","7.0","2.0","14.0","0.1891891891891892","0.05405405405405406","7.0","4.0","28.0","0.1891891891891892","0.10810810810810811","3.0","5.0","15.0","0.08108108108108109","0.13513513513513514","10.0","4.0","40.0","0.2702702702702703","0.10810810810810811","7.0","6.0","42.0","0.1891891891891892","0.16216216216216217","7.0","4.0","28.0","0.1891891891891892","0.10810810810810811","7.0","5.0","35.0","0.1891891891891892","0.13513513513513514","4.0","4.0","16.0","0.10810810810810811","0.10810810810810811","4.0","3.0","12.0","0.10810810810810811","0.08108108108108109","8.0","4.0","32.0","0.21621621621621623","0.10810810810810811","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","4.0","4.0","16.0","0.10810810810810811","0.10810810810810811","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","5.0","3.0","15.0","0.13513513513513514","0.08108108108108109","5.0","7.0","35.0","0.13513513513513514","0.1891891891891892","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","6.0","3.0","18.0","0.16216216216216217","0.08108108108108109","4.0","5.0","20.0","0.10810810810810811","0.13513513513513514","9.0","3.0","27.0","0.24324324324324326","0.08108108108108109","7.0","2.0","14.0","0.1891891891891892","0.05405405405405406","3.0","3.0","9.0","0.08108108108108109","0.08108108108108109","8.0","2.0","16.0","0.21621621621621623","0.05405405405405406","4.0","5.0","20.0","0.10810810810810811","0.13513513513513514","8.0","3.0","24.0","0.21621621621621623","0.08108108108108109","7.0","6.0","42.0","0.1891891891891892","0.16216216216216217","2.0","4.0","8.0","0.05405405405405406","0.10810810810810811","8.0","1.0","8.0","0.21621621621621623","0.02702702702702703","2.0","0.0","0.0","0.05405405405405406","0.0","1.0","34.0","34.0","0.02702702702702703","0.918918918918919","1.0","15.0","15.0","0.02702702702702703","0.40540540540540543","1.0","35.0","35.0","0.02702702702702703","0.9459459459459459","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2","9.0","1.0","9.0","0.24324324324324326","0.02702702702702703","9.0","4.0","36.0","0.24324324324324326","0.10810810810810811","7.0","6.0","42.0","0.1891891891891892","0.16216216216216217","5.0","3.0","15.0","0.13513513513513514","0.08108108108108109","5.0","4.0","20.0","0.13513513513513514","0.10810810810810811","6.0","2.0","12.0","0.16216216216216217","0.05405405405405406","7.0","2.0","14.0","0.1891891891891892","0.05405405405405406","7.0","4.0","28.0","0.1891891891891892","0.10810810810810811","3.0","5.0","15.0","0.08108108108108109","0.13513513513513514","10.0","4.0","40.0","0.2702702702702703","0.10810810810810811","7.0","6.0","42.0","0.1891891891891892","0.16216216216216217","7.0","4.0","28.0","0.1891891891891892","0.10810810810810811","7.0","5.0","35.0","0.1891891891891892","0.13513513513513514","4.0","4.0","16.0","0.10810810810810811","0.10810810810810811","4.0","3.0","12.0","0.10810810810810811","0.08108108108108109","8.0","4.0","32.0","0.21621621621621623","0.10810810810810811","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","4.0","4.0","16.0","0.10810810810810811","0.10810810810810811","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","5.0","3.0","15.0","0.13513513513513514","0.08108108108108109","5.0","7.0","35.0","0.13513513513513514","0.1891891891891892","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","6.0","3.0","18.0","0.16216216216216217","0.08108108108108109","4.0","5.0","20.0","0.10810810810810811","0.13513513513513514","9.0","3.0","27.0","0.24324324324324326","0.08108108108108109","7.0","2.0","14.0","0.1891891891891892","0.05405405405405406","3.0","3.0","9.0","0.08108108108108109","0.08108108108108109","8.0","2.0","16.0","0.21621621621621623","0.05405405405405406","4.0","5.0","20.0","0.10810810810810811","0.13513513513513514","8.0","3.0","24.0","0.21621621621621623","0.08108108108108109","7.0","6.0","42.0","0.1891891891891892","0.16216216216216217","2.0","4.0","8.0","0.05405405405405406","0.10810810810810811","8.0","1.0","8.0","0.21621621621621623","0.02702702702702703","2.0","0.0","0.0","0.05405405405405406","0.0","1.0","34.0","34.0","0.02702702702702703","0.918918918918919","1.0","15.0","15.0","0.02702702702702703","0.40540540540540543","1.0","35.0","35.0","0.02702702702702703","0.9459459459459459","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"3","9.0","1.0","9.0","0.24324324324324326","0.02702702702702703","9.0","4.0","36.0","0.24324324324324326","0.10810810810810811","7.0","6.0","42.0","0.1891891891891892","0.16216216216216217","5.0","3.0","15.0","0.13513513513513514","0.08108108108108109","5.0","4.0","20.0","0.13513513513513514","0.10810810810810811","6.0","2.0","12.0","0.16216216216216217","0.05405405405405406","7.0","2.0","14.0","0.1891891891891892","0.05405405405405406","7.0","4.0","28.0","0.1891891891891892","0.10810810810810811","3.0","5.0","15.0","0.08108108108108109","0.13513513513513514","10.0","4.0","40.0","0.2702702702702703","0.10810810810810811","7.0","6.0","42.0","0.1891891891891892","0.16216216216216217","7.0","4.0","28.0","0.1891891891891892","0.10810810810810811","7.0","5.0","35.0","0.1891891891891892","0.13513513513513514","4.0","4.0","16.0","0.10810810810810811","0.10810810810810811","4.0","3.0","12.0","0.10810810810810811","0.08108108108108109","8.0","4.0","32.0","0.21621621621621623","0.10810810810810811","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","4.0","4.0","16.0","0.10810810810810811","0.10810810810810811","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","5.0","3.0","15.0","0.13513513513513514","0.08108108108108109","5.0","7.0","35.0","0.13513513513513514","0.1891891891891892","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","6.0","3.0","18.0","0.16216216216216217","0.08108108108108109","4.0","5.0","20.0","0.10810810810810811","0.13513513513513514","9.0","3.0","27.0","0.24324324324324326","0.08108108108108109","7.0","2.0","14.0","0.1891891891891892","0.05405405405405406","3.0","3.0","9.0","0.08108108108108109","0.08108108108108109","8.0","2.0","16.0","0.21621621621621623","0.05405405405405406","4.0","5.0","20.0","0.10810810810810811","0.13513513513513514","8.0","3.0","24.0","0.21621621621621623","0.08108108108108109","7.0","6.0","42.0","0.1891891891891892","0.16216216216216217","2.0","4.0","8.0","0.05405405405405406","0.10810810810810811","8.0","1.0","8.0","0.21621621621621623","0.02702702702702703","2.0","0.0","0.0","0.05405405405405406","0.0","1.0","34.0","34.0","0.02702702702702703","0.918918918918919","1.0","15.0","15.0","0.02702702702702703","0.40540540540540543","1.0","35.0","35.0","0.02702702702702703","0.9459459459459459","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4","9.0","1.0","9.0","0.23684210526315788","0.02631578947368421","9.0","4.0","36.0","0.23684210526315788","0.10526315789473684","7.0","6.0","42.0","0.18421052631578946","0.15789473684210525","5.0","3.0","15.0","0.13157894736842105","0.07894736842105263","5.0","4.0","20.0","0.13157894736842105","0.10526315789473684","6.0","2.0","12.0","0.15789473684210525","0.05263157894736842","7.0","2.0","14.0","0.18421052631578946","0.05263157894736842","7.0","4.0","28.0","0.18421052631578946","0.10526315789473684","3.0","5.0","15.0","0.07894736842105263","0.13157894736842105","11.0","4.0","44.0","0.2894736842105263","0.10526315789473684","7.0","6.0","42.0","0.18421052631578946","0.15789473684210525","7.0","4.0","28.0","0.18421052631578946","0.10526315789473684","7.0","5.0","35.0","0.18421052631578946","0.13157894736842105","4.0","4.0","16.0","0.10526315789473684","0.10526315789473684","4.0","3.0","12.0","0.10526315789473684","0.07894736842105263","8.0","4.0","32.0","0.21052631578947367","0.10526315789473684","4.0","2.0","8.0","0.10526315789473684","0.05263157894736842","4.0","4.0","16.0","0.10526315789473684","0.10526315789473684","4.0","2.0","8.0","0.10526315789473684","0.05263157894736842","5.0","3.0","15.0","0.13157894736842105","0.07894736842105263","5.0","7.0","35.0","0.13157894736842105","0.18421052631578946","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","6.0","3.0","18.0","0.15789473684210525","0.07894736842105263","4.0","5.0","20.0","0.10526315789473684","0.13157894736842105","9.0","3.0","27.0","0.23684210526315788","0.07894736842105263","7.0","2.0","14.0","0.18421052631578946","0.05263157894736842","3.0","3.0","9.0","0.07894736842105263","0.07894736842105263","8.0","2.0","16.0","0.21052631578947367","0.05263157894736842","4.0","5.0","20.0","0.10526315789473684","0.13157894736842105","8.0","3.0","24.0","0.21052631578947367","0.07894736842105263","7.0","6.0","42.0","0.18421052631578946","0.15789473684210525","2.0","4.0","8.0","0.05263157894736842","0.10526315789473684","8.0","1.0","8.0","0.21052631578947367","0.02631578947368421","2.0","0.0","0.0","0.05263157894736842","0.0","1.0","35.0","35.0","0.02631578947368421","0.9210526315789473","1.0","15.0","15.0","0.02631578947368421","0.39473684210526316","1.0","36.0","36.0","0.02631578947368421","0.9473684210526315","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"5","9.0","1.0","9.0","0.23076923076923078","0.02564102564102564","9.0","4.0","36.0","0.23076923076923078","0.10256410256410256","7.0","6.0","42.0","0.1794871794871795","0.15384615384615385","5.0","3.0","15.0","0.1282051282051282","0.07692307692307693","5.0","4.0","20.0","0.1282051282051282","0.10256410256410256","6.0","2.0","12.0","0.15384615384615385","0.05128205128205128","7.0","2.0","14.0","0.1794871794871795","0.05128205128205128","7.0","4.0","28.0","0.1794871794871795","0.10256410256410256","3.0","5.0","15.0","0.07692307692307693","0.1282051282051282","12.0","4.0","48.0","0.3076923076923077","0.10256410256410256","7.0","6.0","42.0","0.1794871794871795","0.15384615384615385","7.0","4.0","28.0","0.1794871794871795","0.10256410256410256","7.0","5.0","35.0","0.1794871794871795","0.1282051282051282","4.0","4.0","16.0","0.10256410256410256","0.10256410256410256","4.0","3.0","12.0","0.10256410256410256","0.07692307692307693","8.0","4.0","32.0","0.20512820512820512","0.10256410256410256","4.0","2.0","8.0","0.10256410256410256","0.05128205128205128","4.0","4.0","16.0","0.10256410256410256","0.10256410256410256","4.0","2.0","8.0","0.10256410256410256","0.05128205128205128","5.0","3.0","15.0","0.1282051282051282","0.07692307692307693","5.0","7.0","35.0","0.1282051282051282","0.1794871794871795","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","6.0","3.0","18.0","0.15384615384615385","0.07692307692307693","4.0","5.0","20.0","0.10256410256410256","0.1282051282051282","9.0","3.0","27.0","0.23076923076923078","0.07692307692307693","7.0","2.0","14.0","0.1794871794871795","0.05128205128205128","3.0","3.0","9.0","0.07692307692307693","0.07692307692307693","8.0","2.0","16.0","0.20512820512820512","0.05128205128205128","4.0","5.0","20.0","0.10256410256410256","0.1282051282051282","8.0","3.0","24.0","0.20512820512820512","0.07692307692307693","7.0","6.0","42.0","0.1794871794871795","0.15384615384615385","2.0","4.0","8.0","0.05128205128205128","0.10256410256410256","8.0","1.0","8.0","0.20512820512820512","0.02564102564102564","2.0","0.0","0.0","0.05128205128205128","0.0","1.0","36.0","36.0","0.02564102564102564","0.9230769230769231","1.0","16.0","16.0","0.02564102564102564","0.41025641025641024","1.0","36.0","36.0","0.02564102564102564","0.9230769230769231","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"6","9.0","1.0","9.0","0.225","0.025","9.0","4.0","36.0","0.225","0.1","7.0","6.0","42.0","0.175","0.15","5.0","3.0","15.0","0.125","0.075","5.0","4.0","20.0","0.125","0.1","6.0","2.0","12.0","0.15","0.05","7.0","2.0","14.0","0.175","0.05","7.0","4.0","28.0","0.175","0.1","3.0","5.0","15.0","0.075","0.125","13.0","4.0","52.0","0.325","0.1","7.0","6.0","42.0","0.175","0.15","7.0","4.0","28.0","0.175","0.1","7.0","5.0","35.0","0.175","0.125","4.0","4.0","16.0","0.1","0.1","4.0","3.0","12.0","0.1","0.075","8.0","4.0","32.0","0.2","0.1","4.0","2.0","8.0","0.1","0.05","4.0","4.0","16.0","0.1","0.1","4.0","2.0","8.0","0.1","0.05","5.0","3.0","15.0","0.125","0.075","5.0","7.0","35.0","0.125","0.175","3.0","1.0","3.0","0.075","0.025","6.0","3.0","18.0","0.15","0.075","4.0","5.0","20.0","0.1","0.125","9.0","3.0","27.0","0.225","0.075","7.0","2.0","14.0","0.175","0.05","3.0","3.0","9.0","0.075","0.075","8.0","2.0","16.0","0.2","0.05","4.0","5.0","20.0","0.1","0.125","8.0","3.0","24.0","0.2","0.075","7.0","6.0","42.0","0.175","0.15","2.0","4.0","8.0","0.05","0.1","8.0","1.0","8.0","0.2","0.025","2.0","0.0","0.0","0.05","0.0","1.0","37.0","37.0","0.025","0.925","1.0","17.0","17.0","0.025","0.425","1.0","36.0","36.0","0.025","0.9","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"7","9.0","1.0","9.0","0.225","0.025","9.0","4.0","36.0","0.225","0.1","7.0","6.0","42.0","0.175","0.15","5.0","3.0","15.0","0.125","0.075","5.0","4.0","20.0","0.125","0.1","6.0","2.0","12.0","0.15","0.05","7.0","2.0","14.0","0.175","0.05","7.0","4.0","28.0","0.175","0.1","3.0","5.0","15.0","0.075","0.125","13.0","4.0","52.0","0.325","0.1","7.0","6.0","42.0","0.175","0.15","7.0","4.0","28.0","0.175","0.1","7.0","5.0","35.0","0.175","0.125","4.0","4.0","16.0","0.1","0.1","4.0","3.0","12.0","0.1","0.075","8.0","4.0","32.0","0.2","0.1","4.0","2.0","8.0","0.1","0.05","4.0","4.0","16.0","0.1","0.1","4.0","2.0","8.0","0.1","0.05","5.0","3.0","15.0","0.125","0.075","5.0","7.0","35.0","0.125","0.175","3.0","1.0","3.0","0.075","0.025","6.0","3.0","18.0","0.15","0.075","4.0","5.0","20.0","0.1","0.125","9.0","3.0","27.0","0.225","0.075","7.0","2.0","14.0","0.175","0.05","3.0","3.0","9.0","0.075","0.075","8.0","2.0","16.0","0.2","0.05","4.0","5.0","20.0","0.1","0.125","8.0","3.0","24.0","0.2","0.075","7.0","6.0","42.0","0.175","0.15","2.0","4.0","8.0","0.05","0.1","8.0","1.0","8.0","0.2","0.025","2.0","0.0","0.0","0.05","0.0","1.0","37.0","37.0","0.025","0.925","1.0","17.0","17.0","0.025","0.425","1.0","36.0","36.0","0.025","0.9","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"8","9.0","1.0","9.0","0.225","0.025","9.0","4.0","36.0","0.225","0.1","7.0","6.0","42.0","0.175","0.15","5.0","3.0","15.0","0.125","0.075","5.0","4.0","20.0","0.125","0.1","6.0","2.0","12.0","0.15","0.05","7.0","2.0","14.0","0.175","0.05","7.0","4.0","28.0","0.175","0.1","3.0","5.0","15.0","0.075","0.125","13.0","4.0","52.0","0.325","0.1","7.0","6.0","42.0","0.175","0.15","7.0","4.0","28.0","0.175","0.1","7.0","5.0","35.0","0.175","0.125","4.0","4.0","16.0","0.1","0.1","4.0","3.0","12.0","0.1","0.075","8.0","4.0","32.0","0.2","0.1","4.0","2.0","8.0","0.1","0.05","4.0","4.0","16.0","0.1","0.1","4.0","2.0","8.0","0.1","0.05","5.0","3.0","15.0","0.125","0.075","5.0","7.0","35.0","0.125","0.175","3.0","1.0","3.0","0.075","0.025","6.0","3.0","18.0","0.15","0.075","4.0","5.0","20.0","0.1","0.125","9.0","3.0","27.0","0.225","0.075","7.0","2.0","14.0","0.175","0.05","3.0","3.0","9.0","0.075","0.075","8.0","2.0","16.0","0.2","0.05","4.0","5.0","20.0","0.1","0.125","8.0","3.0","24.0","0.2","0.075","7.0","6.0","42.0","0.175","0.15","2.0","4.0","8.0","0.05","0.1","8.0","1.0","8.0","0.2","0.025","2.0","0.0","0.0","0.05","0.0","1.0","37.0","37.0","0.025","0.925","1.0","17.0","17.0","0.025","0.425","1.0","36.0","36.0","0.025","0.9","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"9","9.0","1.0","9.0","0.225","0.025","9.0","4.0","36.0","0.225","0.1","7.0","6.0","42.0","0.175","0.15","5.0","3.0","15.0","0.125","0.075","5.0","4.0","20.0","0.125","0.1","6.0","2.0","12.0","0.15","0.05","7.0","2.0","14.0","0.175","0.05","7.0","4.0","28.0","0.175","0.1","3.0","5.0","15.0","0.075","0.125","13.0","4.0","52.0","0.325","0.1","7.0","6.0","42.0","0.175","0.15","7.0","4.0","28.0","0.175","0.1","7.0","5.0","35.0","0.175","0.125","4.0","4.0","16.0","0.1","0.1","4.0","3.0","12.0","0.1","0.075","8.0","4.0","32.0","0.2","0.1","4.0","2.0","8.0","0.1","0.05","4.0","4.0","16.0","0.1","0.1","4.0","2.0","8.0","0.1","0.05","5.0","3.0","15.0","0.125","0.075","5.0","7.0","35.0","0.125","0.175","3.0","1.0","3.0","0.075","0.025","6.0","3.0","18.0","0.15","0.075","4.0","5.0","20.0","0.1","0.125","9.0","3.0","27.0","0.225","0.075","7.0","2.0","14.0","0.175","0.05","3.0","3.0","9.0","0.075","0.075","8.0","2.0","16.0","0.2","0.05","4.0","5.0","20.0","0.1","0.125","8.0","3.0","24.0","0.2","0.075","7.0","6.0","42.0","0.175","0.15","2.0","4.0","8.0","0.05","0.1","8.0","1.0","8.0","0.2","0.025","2.0","0.0","0.0","0.05","0.0","1.0","37.0","37.0","0.025","0.925","1.0","17.0","17.0","0.025","0.425","1.0","36.0","36.0","0.025","0.9","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
