"release","SIY","SCF","ADCS"
"0","","0.08279370952821462","3.8085106382978724"
"1","","0.07352941176470588","3.75"
"2","","0.07148040638606676","3.7169811320754715"
"3","","0.07148040638606676","3.7169811320754715"
"4","","0.06953179594689028","3.685185185185185"
"5","","0.06801346801346801","3.672727272727273"
"6","","0.06578947368421052","3.6842105263157894"
"7","","0.06442831215970962","3.6724137931034484"
"8","","0.06442831215970962","3.6724137931034484"
"9","","0.06442831215970962","3.6724137931034484"
"10","","0.060655737704918035","3.639344262295082"
"11","","0.060655737704918035","3.639344262295082"
"12","","0.060655737704918035","3.639344262295082"
"13","","0.060655737704918035","3.639344262295082"
"14","","0.059227921734531994","3.6129032258064515"
"15","","0.059227921734531994","3.6129032258064515"
"16","","0.05811571940604199","3.6031746031746033"
"17","","0.0540479421076436","3.5671641791044775"
"18","","0.05311676909569798","3.5588235294117645"
"19","","0.05311676909569798","3.5588235294117645"
"20","","0.051106639839034206","3.5774647887323945"
