"release","SIY","SCF","ADCS"
"0","","0.16307692307692306","4.076923076923077"
"1","","0.16307692307692306","4.076923076923077"
"2","","0.16307692307692306","4.076923076923077"
"3","","0.16307692307692306","4.076923076923077"
"4","","0.15384615384615385","4.0"
"5","","0.15384615384615385","4.0"
"6","","0.15384615384615385","4.0"
"7","","0.15384615384615385","4.0"
"8","","0.15384615384615385","4.0"
"9","","0.15384615384615385","4.0"
"10","","0.15384615384615385","4.0"
"11","","0.15384615384615385","4.0"
"12","","0.15384615384615385","4.0"
"13","","0.15384615384615385","4.0"
"14","","0.15384615384615385","4.0"
"15","","0.15384615384615385","4.0"
"16","","0.15384615384615385","4.0"
"17","","0.15384615384615385","4.0"
"18","","0.15384615384615385","4.0"
"19","","0.15384615384615385","4.0"
"20","","0.15384615384615385","4.0"
