"release","BA1-ADS","BA1-AIS","BA1-ACS","BA1-RCS","BA1-RIS","BA2-ADS","BA2-AIS","BA2-ACS","BA2-RCS","BA2-RIS","BA3-ADS","BA3-AIS","BA3-ACS","BA3-RCS","BA3-RIS","BA4-ADS","BA4-AIS","BA4-ACS","BA4-RCS","BA4-RIS","BA5-ADS","BA5-AIS","BA5-ACS","BA5-RCS","BA5-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS"
"1","4.0","1.0","4.0","0.4","0.1","2.0","3.0","6.0","0.2","0.3","4.0","1.0","4.0","0.4","0.1","3.0","1.0","3.0","0.3","0.1","3.0","1.0","3.0","0.3","0.1","3.0","0.0","0.0","0.3","0.0","1.0","5.0","5.0","0.1","0.5","3.0","2.0","6.0","0.3","0.2","1.0","4.0","4.0","0.1","0.4","1.0","7.0","7.0","0.1","0.7","0.0","0.0","0.0","0.0","0.0"
"2","4.0","1.0","4.0","0.4","0.1","2.0","3.0","6.0","0.2","0.3","4.0","1.0","4.0","0.4","0.1","3.0","1.0","3.0","0.3","0.1","3.0","1.0","3.0","0.3","0.1","3.0","0.0","0.0","0.3","0.0","1.0","5.0","5.0","0.1","0.5","3.0","2.0","6.0","0.3","0.2","1.0","4.0","4.0","0.1","0.4","1.0","7.0","7.0","0.1","0.7","0.0","0.0","0.0","0.0","0.0"
"3","4.0","1.0","4.0","0.4","0.1","2.0","3.0","6.0","0.2","0.3","4.0","1.0","4.0","0.4","0.1","3.0","1.0","3.0","0.3","0.1","3.0","1.0","3.0","0.3","0.1","3.0","0.0","0.0","0.3","0.0","1.0","5.0","5.0","0.1","0.5","3.0","2.0","6.0","0.3","0.2","1.0","4.0","4.0","0.1","0.4","1.0","7.0","7.0","0.1","0.7","0.0","0.0","0.0","0.0","0.0"
"4","4.0","1.0","4.0","0.4","0.1","2.0","3.0","6.0","0.2","0.3","4.0","1.0","4.0","0.4","0.1","3.0","1.0","3.0","0.3","0.1","3.0","1.0","3.0","0.3","0.1","3.0","0.0","0.0","0.3","0.0","1.0","5.0","5.0","0.1","0.5","3.0","2.0","6.0","0.3","0.2","1.0","4.0","4.0","0.1","0.4","1.0","7.0","7.0","0.1","0.7","0.0","0.0","0.0","0.0","0.0"
"5","4.0","1.0","4.0","0.4","0.1","2.0","3.0","6.0","0.2","0.3","4.0","1.0","4.0","0.4","0.1","3.0","1.0","3.0","0.3","0.1","3.0","1.0","3.0","0.3","0.1","3.0","0.0","0.0","0.3","0.0","1.0","5.0","5.0","0.1","0.5","3.0","2.0","6.0","0.3","0.2","1.0","4.0","4.0","0.1","0.4","1.0","7.0","7.0","0.1","0.7","0.0","0.0","0.0","0.0","0.0"
"6","4.0","1.0","4.0","0.4","0.1","2.0","3.0","6.0","0.2","0.3","4.0","1.0","4.0","0.4","0.1","3.0","1.0","3.0","0.3","0.1","3.0","1.0","3.0","0.3","0.1","3.0","0.0","0.0","0.3","0.0","1.0","5.0","5.0","0.1","0.5","3.0","2.0","6.0","0.3","0.2","1.0","4.0","4.0","0.1","0.4","1.0","7.0","7.0","0.1","0.7","0.0","0.0","0.0","0.0","0.0"
"7","4.0","1.0","4.0","0.36363636363636365","0.09090909090909091","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","4.0","1.0","4.0","0.36363636363636365","0.09090909090909091","3.0","1.0","3.0","0.2727272727272727","0.09090909090909091","3.0","1.0","3.0","0.2727272727272727","0.09090909090909091","3.0","0.0","0.0","0.2727272727272727","0.0","1.0","6.0","6.0","0.09090909090909091","0.5454545454545454","3.0","2.0","6.0","0.2727272727272727","0.18181818181818182","1.0","5.0","5.0","0.09090909090909091","0.45454545454545453","1.0","7.0","7.0","0.09090909090909091","0.6363636363636364","2.0","1.0","2.0","0.18181818181818182","0.09090909090909091"
"8","4.0","1.0","4.0","0.36363636363636365","0.09090909090909091","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","4.0","1.0","4.0","0.36363636363636365","0.09090909090909091","3.0","1.0","3.0","0.2727272727272727","0.09090909090909091","3.0","1.0","3.0","0.2727272727272727","0.09090909090909091","3.0","0.0","0.0","0.2727272727272727","0.0","1.0","6.0","6.0","0.09090909090909091","0.5454545454545454","3.0","2.0","6.0","0.2727272727272727","0.18181818181818182","1.0","5.0","5.0","0.09090909090909091","0.45454545454545453","1.0","7.0","7.0","0.09090909090909091","0.6363636363636364","2.0","1.0","2.0","0.18181818181818182","0.09090909090909091"
"9","4.0","1.0","4.0","0.36363636363636365","0.09090909090909091","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","4.0","1.0","4.0","0.36363636363636365","0.09090909090909091","3.0","1.0","3.0","0.2727272727272727","0.09090909090909091","3.0","1.0","3.0","0.2727272727272727","0.09090909090909091","3.0","0.0","0.0","0.2727272727272727","0.0","1.0","6.0","6.0","0.09090909090909091","0.5454545454545454","3.0","2.0","6.0","0.2727272727272727","0.18181818181818182","1.0","5.0","5.0","0.09090909090909091","0.45454545454545453","1.0","7.0","7.0","0.09090909090909091","0.6363636363636364","2.0","1.0","2.0","0.18181818181818182","0.09090909090909091"
"10","4.0","1.0","4.0","0.36363636363636365","0.09090909090909091","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","4.0","1.0","4.0","0.36363636363636365","0.09090909090909091","3.0","1.0","3.0","0.2727272727272727","0.09090909090909091","3.0","1.0","3.0","0.2727272727272727","0.09090909090909091","3.0","0.0","0.0","0.2727272727272727","0.0","1.0","6.0","6.0","0.09090909090909091","0.5454545454545454","3.0","2.0","6.0","0.2727272727272727","0.18181818181818182","1.0","5.0","5.0","0.09090909090909091","0.45454545454545453","1.0","7.0","7.0","0.09090909090909091","0.6363636363636364","2.0","1.0","2.0","0.18181818181818182","0.09090909090909091"
"11","4.0","1.0","4.0","0.36363636363636365","0.09090909090909091","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","4.0","1.0","4.0","0.36363636363636365","0.09090909090909091","3.0","1.0","3.0","0.2727272727272727","0.09090909090909091","3.0","1.0","3.0","0.2727272727272727","0.09090909090909091","3.0","0.0","0.0","0.2727272727272727","0.0","1.0","6.0","6.0","0.09090909090909091","0.5454545454545454","3.0","2.0","6.0","0.2727272727272727","0.18181818181818182","1.0","5.0","5.0","0.09090909090909091","0.45454545454545453","1.0","7.0","7.0","0.09090909090909091","0.6363636363636364","2.0","1.0","2.0","0.18181818181818182","0.09090909090909091"
"12","4.0","1.0","4.0","0.36363636363636365","0.09090909090909091","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","4.0","1.0","4.0","0.36363636363636365","0.09090909090909091","3.0","1.0","3.0","0.2727272727272727","0.09090909090909091","3.0","1.0","3.0","0.2727272727272727","0.09090909090909091","3.0","0.0","0.0","0.2727272727272727","0.0","1.0","6.0","6.0","0.09090909090909091","0.5454545454545454","3.0","2.0","6.0","0.2727272727272727","0.18181818181818182","1.0","5.0","5.0","0.09090909090909091","0.45454545454545453","1.0","7.0","7.0","0.09090909090909091","0.6363636363636364","2.0","1.0","2.0","0.18181818181818182","0.09090909090909091"
"13","4.0","1.0","4.0","0.36363636363636365","0.09090909090909091","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","4.0","1.0","4.0","0.36363636363636365","0.09090909090909091","3.0","1.0","3.0","0.2727272727272727","0.09090909090909091","3.0","1.0","3.0","0.2727272727272727","0.09090909090909091","3.0","0.0","0.0","0.2727272727272727","0.0","1.0","6.0","6.0","0.09090909090909091","0.5454545454545454","3.0","2.0","6.0","0.2727272727272727","0.18181818181818182","1.0","5.0","5.0","0.09090909090909091","0.45454545454545453","1.0","7.0","7.0","0.09090909090909091","0.6363636363636364","2.0","1.0","2.0","0.18181818181818182","0.09090909090909091"
"14","4.0","1.0","4.0","0.36363636363636365","0.09090909090909091","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","4.0","1.0","4.0","0.36363636363636365","0.09090909090909091","3.0","1.0","3.0","0.2727272727272727","0.09090909090909091","3.0","1.0","3.0","0.2727272727272727","0.09090909090909091","3.0","0.0","0.0","0.2727272727272727","0.0","1.0","6.0","6.0","0.09090909090909091","0.5454545454545454","3.0","2.0","6.0","0.2727272727272727","0.18181818181818182","1.0","5.0","5.0","0.09090909090909091","0.45454545454545453","1.0","7.0","7.0","0.09090909090909091","0.6363636363636364","2.0","1.0","2.0","0.18181818181818182","0.09090909090909091"
"15","4.0","1.0","4.0","0.36363636363636365","0.09090909090909091","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","4.0","1.0","4.0","0.36363636363636365","0.09090909090909091","3.0","1.0","3.0","0.2727272727272727","0.09090909090909091","3.0","1.0","3.0","0.2727272727272727","0.09090909090909091","3.0","0.0","0.0","0.2727272727272727","0.0","1.0","6.0","6.0","0.09090909090909091","0.5454545454545454","3.0","2.0","6.0","0.2727272727272727","0.18181818181818182","1.0","5.0","5.0","0.09090909090909091","0.45454545454545453","1.0","7.0","7.0","0.09090909090909091","0.6363636363636364","2.0","1.0","2.0","0.18181818181818182","0.09090909090909091"
"16","4.0","1.0","4.0","0.36363636363636365","0.09090909090909091","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","4.0","1.0","4.0","0.36363636363636365","0.09090909090909091","3.0","1.0","3.0","0.2727272727272727","0.09090909090909091","3.0","1.0","3.0","0.2727272727272727","0.09090909090909091","3.0","0.0","0.0","0.2727272727272727","0.0","1.0","6.0","6.0","0.09090909090909091","0.5454545454545454","3.0","2.0","6.0","0.2727272727272727","0.18181818181818182","1.0","5.0","5.0","0.09090909090909091","0.45454545454545453","1.0","7.0","7.0","0.09090909090909091","0.6363636363636364","2.0","1.0","2.0","0.18181818181818182","0.09090909090909091"
"17","4.0","1.0","4.0","0.36363636363636365","0.09090909090909091","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","4.0","1.0","4.0","0.36363636363636365","0.09090909090909091","3.0","1.0","3.0","0.2727272727272727","0.09090909090909091","3.0","1.0","3.0","0.2727272727272727","0.09090909090909091","3.0","0.0","0.0","0.2727272727272727","0.0","1.0","6.0","6.0","0.09090909090909091","0.5454545454545454","3.0","2.0","6.0","0.2727272727272727","0.18181818181818182","1.0","5.0","5.0","0.09090909090909091","0.45454545454545453","1.0","7.0","7.0","0.09090909090909091","0.6363636363636364","2.0","1.0","2.0","0.18181818181818182","0.09090909090909091"
"18","4.0","1.0","4.0","0.36363636363636365","0.09090909090909091","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","4.0","1.0","4.0","0.36363636363636365","0.09090909090909091","3.0","1.0","3.0","0.2727272727272727","0.09090909090909091","3.0","1.0","3.0","0.2727272727272727","0.09090909090909091","3.0","0.0","0.0","0.2727272727272727","0.0","1.0","6.0","6.0","0.09090909090909091","0.5454545454545454","3.0","2.0","6.0","0.2727272727272727","0.18181818181818182","1.0","5.0","5.0","0.09090909090909091","0.45454545454545453","1.0","7.0","7.0","0.09090909090909091","0.6363636363636364","2.0","1.0","2.0","0.18181818181818182","0.09090909090909091"
"19","4.0","1.0","4.0","0.36363636363636365","0.09090909090909091","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","4.0","1.0","4.0","0.36363636363636365","0.09090909090909091","3.0","1.0","3.0","0.2727272727272727","0.09090909090909091","3.0","1.0","3.0","0.2727272727272727","0.09090909090909091","3.0","0.0","0.0","0.2727272727272727","0.0","1.0","6.0","6.0","0.09090909090909091","0.5454545454545454","3.0","2.0","6.0","0.2727272727272727","0.18181818181818182","1.0","5.0","5.0","0.09090909090909091","0.45454545454545453","1.0","7.0","7.0","0.09090909090909091","0.6363636363636364","2.0","1.0","2.0","0.18181818181818182","0.09090909090909091"
"20","4.0","1.0","4.0","0.36363636363636365","0.09090909090909091","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","4.0","1.0","4.0","0.36363636363636365","0.09090909090909091","3.0","1.0","3.0","0.2727272727272727","0.09090909090909091","3.0","1.0","3.0","0.2727272727272727","0.09090909090909091","3.0","0.0","0.0","0.2727272727272727","0.0","1.0","6.0","6.0","0.09090909090909091","0.5454545454545454","3.0","2.0","6.0","0.2727272727272727","0.18181818181818182","1.0","5.0","5.0","0.09090909090909091","0.45454545454545453","1.0","7.0","7.0","0.09090909090909091","0.6363636363636364","2.0","1.0","2.0","0.18181818181818182","0.09090909090909091"
"21","4.0","1.0","4.0","0.36363636363636365","0.09090909090909091","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","4.0","1.0","4.0","0.36363636363636365","0.09090909090909091","3.0","1.0","3.0","0.2727272727272727","0.09090909090909091","3.0","1.0","3.0","0.2727272727272727","0.09090909090909091","3.0","0.0","0.0","0.2727272727272727","0.0","1.0","6.0","6.0","0.09090909090909091","0.5454545454545454","3.0","2.0","6.0","0.2727272727272727","0.18181818181818182","1.0","5.0","5.0","0.09090909090909091","0.45454545454545453","1.0","7.0","7.0","0.09090909090909091","0.6363636363636364","2.0","1.0","2.0","0.18181818181818182","0.09090909090909091"
